UFCODE;MUNICODE;MUNINAME;VotesPT.2rnd;VotesPSL.2rnd;VotesNul.2rnd
SP;3514700;Echaporã;1079;2431;332
SP;3514809;Eldorado;3256;3890;647
SP;3514908;Elias Fausto;1950;6815;1029
SP;3514924;Elisiário;444;1593;216
SP;3514957;Embaúba;456;1195;117
SP;3515004;Embu;57509;68422;19802
SP;3515103;Embu-Guaçu;12537;21334;4653
SP;3515129;Emilianópolis;766;1090;129
SP;3515152;Engenheiro Coelho;2810;7049;799
SP;3515186;Espírito Santo do Pinhal;4926;16536;2404
SP;3515194;Espírito Santo do Turvo;796;1354;221
SP;3515202;Estrela d'Oeste;1095;3624;482
SP;3515301;Estrela do Norte;757;875;190
SP;3515350;Euclides da Cunha Paulista;2860;1660;454
SP;3515400;Fartura;2741;5772;852
SP;3515509;Fernandópolis;9414;24660;3115
SP;3515608;Fernando Prestes;671;2538;305
SP;3515657;Fernão;256;777;95
SP;3515707;Ferraz de Vasconcelos;36186;48212;11907
SP;3515806;Flora Rica;483;603;82
SP;3515905;Floreal;521;1230;173
SP;3516002;Flórida Paulista;1626;3880;533
SP;3516101;Florínia;714;1048;202
SP;3516200;Franca;41285;126487;14755
SP;3516309;Francisco Morato;40445;39062;11746
SP;3516408;Franco da Rocha;27499;38078;9617
SP;3516507;Gabriel Monteiro;314;1558;168
SP;3516606;Gália;1321;2157;367
SP;3516705;Garça;4647;18233;2165
SP;3516804;Gastão Vidigal;994;1005;189
SP;3516853;Gavião Peixoto;1353;1381;276
SP;3516903;General Salgado;1581;4170;463
SP;3517000;Getulina;1414;3456;527
SP;3517109;Glicério;956;1749;233
SP;3517208;Guaiçara;1471;4101;545
SP;3517307;Guaimbê;1131;1843;356
SP;3517406;Guaíra;4898;13565;1638
SP;3517505;Guapiaçu;2774;7041;1120
SP;3517604;Guapiara;4528;4914;1098
SP;3517703;Guará;3833;5779;1089
SP;3517802;Guaraçaí;1200;3233;428
SP;3517901;Guaraci;2195;3183;477
SP;3518008;Guarani d'Oeste;459;582;105
SP;3518107;Guarantã;947;2472;262
SP;3518206;Guararapes;3443;12499;1415
SP;3518305;Guararema;3891;12788;1720
SP;3518404;Guaratinguetá;13689;50772;5218
SP;3518503;Guareí;1294;4601;716
SP;3518602;Guariba;6142;12825;2032
SP;3518701;Guarujá;50938;104510;16857
SP;3518800;Guarulhos;203594;397523;90487
SP;3518859;Guatapará;1417;2197;361
SP;3518909;Guzolândia;1073;1280;276
SP;3519006;Herculândia;1484;2976;595
SP;3519055;Holambra;1695;5866;730
SP;3519071;Hortolândia;35843;68606;11374
SP;3519105;Iacanga;1183;4307;485
SP;3519204;Iacri;845;2579;358
SP;3519253;Iaras;1383;1263;275
SP;3519303;Ibaté;5182;11452;1895
SP;3519402;Ibirá;1258;4842;531
SP;3519501;Ibirarema;820;2629;332
SP;3519600;Ibitinga;6888;22062;2826
SP;3519709;Ibiúna;8646;28966;5220
SP;3519808;Icém;1506;2576;379
SP;3519907;Iepê;1389;3097;389
SP;3520004;Igaraçu do Tietê;3418;8735;1737
SP;3520103;Igarapava;5004;8041;1253
SP;3520202;Igaratá;1344;4225;619
SP;3520301;Iguape;4452;9249;1389
SP;3520400;Ilhabela;5042;10815;1586
SP;3520426;Ilha Comprida;1998;4586;679
SP;3520442;Ilha Solteira;4182;8755;1355
SP;3520509;Indaiatuba;26816;88374;11292
SP;3520608;Indiana;715;2153;242
SP;3520707;Indiaporã;870;1194;191
SP;3520806;Inúbia Paulista;390;1823;209
SP;3520905;Ipaussu;1773;5575;705
SP;3521002;Iperó;4683;8473;1740
SP;3521101;Ipeúna;744;2952;320
SP;3521150;Ipiguá;632;2174;221
SP;3521200;Iporanga;1195;813;244
SP;3521309;Ipuã;3043;4408;661
SP;3521408;Iracemápolis;2732;10139;1037
SP;3521507;Irapuã;889;2891;371
SP;3521606;Irapuru;1109;2364;289
SP;3521705;Itaberá;3802;6066;866
SP;3521804;Itaí;4583;6556;1344
SP;3521903;Itajobi;1372;7102;777
SP;3522000;Itaju;523;1502;189
SP;3522109;Itanhaém;14314;31784;4749
SP;3522158;Itaóca;910;888;210
SP;3522208;Itapecerica da Serra;35079;41677;10999
SP;3522307;Itapetininga;15586;57906;7811
SP;3522406;Itapeva;11919;34188;4328
SP;3522505;Itapevi;43108;57076;13541
SP;3522604;Itapira;7478;30289;4160
SP;3522653;Itapirapuã Paulista;999;1128;224
SP;3522703;Itápolis;4029;15842;1723
SP;3522802;Itaporanga;2300;5204;736
SP;3522901;Itapuí;1491;4711;647
SP;3523008;Itapura;1578;782;253
SP;3523107;Itaquaquecetuba;64242;90182;23061
SP;3523206;Itararé;5886;17141;2121
SP;3523305;Itariri;1705;3992;590
SP;3523404;Itatiba;11253;44476;5350
SP;3523503;Itatinga;2481;6814;1182
SP;3523602;Itirapina;1865;4739;666
SP;3523701;Itirapuã;1431;1845;332
SP;3523800;Itobi;1425;2783;441
SP;3523909;Itu;18904;64175;8831
SP;3524006;Itupeva;6544;21693;2993
SP;3524105;Ituverava;5344;13229;1651
SP;3524204;Jaborandi;1280;2132;392
SP;3524303;Jaboticabal;7937;26606;2750
SP;3524402;Jacareí;25569;88982;11418
SP;3524501;Jaci;965;2694;381
SP;3524600;Jacupiranga;2051;6358;650
SP;3524709;Jaguariúna;6098;21336;2499
SP;3524808;Jales;5694;19587;2437
SP;3524907;Jambeiro;707;2732;284
SP;3525003;Jandira;20346;32976;6827
SP;3525102;Jardinópolis;3943;14129;1840
SP;3525201;Jarinu;3659;11346;1680
SP;3525300;Jaú;12272;57771;6158
SP;3525409;Jeriquara;862;1114;230
SP;3525508;Joanópolis;1231;5122;686
SP;3525607;João Ramalho;877;1403;263
SP;3525706;José Bonifácio;4393;13648;1436
SP;3525805;Júlio Mesquita;1087;1373;323
SP;3525854;Jumirim;345;1242;141
SP;3525904;Jundiaí;48827;173143;23867
SP;3526001;Junqueirópolis;2297;7384;917
SP;3526100;Juquiá;2622;6815;964
SP;3526209;Juquitiba;5427;8993;1955
SP;3526308;Lagoinha;949;2444;455
SP;3526407;Laranjal Paulista;2482;11916;1277
SP;3526506;Lavínia;993;1728;263
SP;3526605;Lavrinhas;1379;2698;549
SP;3526704;Leme;11306;38007;5795
SP;3526803;Lençóis Paulista;5874;29023;3183
SP;3526902;Limeira;27257;127375;13073
SP;3527009;Lindóia;726;3300;338
SP;3527108;Lins;6317;31675;3031
SP;3527207;Lorena;8929;33879;3976
SP;3527256;Lourdes;428;904;104
SP;3527306;Louveira;5961;18600;2199
SP;3527405;Lucélia;2091;6931;901
SP;3527504;Lucianópolis;492;914;133
SP;3527603;Luís Antônio;2101;3940;704
SP;3527702;Luiziânia;870;1772;264
SP;3527801;Lupércio;792;1470;238
SP;3527900;Lutécia;677;1001;168
SP;3528007;Macatuba;1959;7084;889
SP;3528106;Macaubal;896;3119;481
SP;3528205;Macedônia;606;1437;223
SP;3528304;Magda;580;1282;216
SP;3528403;Mairinque;7040;17565;3212
SP;3528502;Mairiporã;10743;30283;4843
SP;3528601;Manduri;1205;3680;554
SP;3528700;Marabá Paulista;1057;974;177
SP;3528809;Maracaí;2118;5548;517
SP;3528858;Marapoama;274;1587;175
SP;3528908;Mariápolis;779;1275;272
SP;3529005;Marília;23536;94124;9806
SP;3529104;Marinópolis;496;772;148
SP;3529203;Martinópolis;3596;8734;1217
SP;3529302;Matão;12776;30373;5116
SP;3529401;Mauá;78638;128689;30842
SP;3529500;Mendonça;953;2121;276
SP;3529609;Meridiano;734;1576;236
SP;3529658;Mesópolis;447;713;104
SP;3529708;Miguelópolis;4069;5545;1034
SP;3529807;Mineiros do Tietê;1148;5035;605
SP;3529906;Miracatu;3274;6585;1046
SP;3530003;Mira Estrela;569;1110;193
SP;3530102;Mirandópolis;2699;10035;1128
SP;3530201;Mirante do Paranapanema;4574;3947;823
SP;3530300;Mirassol;6403;22447;2726
SP;3530409;Mirassolândia;620;1847;237
SP;3530508;Mococa;7963;24341;4384
SP;3530607;Moji das Cruzes;60367;149953;25674
SP;3530706;Mogi Guaçu;14361;64012;7840
SP;3530805;Moji-Mirim;8423;37986;4379
SP;3530904;Mombuca;508;1788;214
SP;3531001;Monções;439;900;190
SP;3531100;Mongaguá;8719;18364;2882
SP;3531209;Monte Alegre do Sul;824;3389;509
SP;3531308;Monte Alto;4604;19985;2080
SP;3531407;Monte Aprazível;2964;8523;1132
SP;3531506;Monte Azul Paulista;2263;7408;1077
SP;3531605;Monte Castelo;953;1439;260
SP;3531704;Monteiro Lobato;844;1661;257
SP;3531803;Monte Mor;9225;17676;3385
SP;3531902;Morro Agudo;4089;9198;1622
SP;3532009;Morungaba;1355;6096;629
SP;3532058;Motuca;981;1426;263
SP;3532108;Murutinga do Sul;691;1652;217
SP;3532157;Nantes;668;924;113
SP;3532207;Narandiba;1264;1601;286
SP;3532306;Natividade da Serra;951;2786;460
SP;3532405;Nazaré Paulista;2088;6753;1221
SP;3532504;Neves Paulista;1359;3699;500
SP;3532603;Nhandeara;1153;4335;421
SP;3532702;Nipoã;913;1557;255
SP;3532801;Nova Aliança;881;2598;358
SP;3532827;Nova Campina;1960;2877;376
SP;3532843;Nova Canaã Paulista;526;750;149
SP;3532868;Nova Castilho;206;641;64
SP;3532900;Nova Europa;2264;2740;566
SP;3533007;Nova Granada;3403;6394;1031
SP;3533106;Nova Guataporanga;597;744;171
SP;3533205;Nova Independência;786;1285;195
SP;3533254;Novais;729;1749;282
SP;3533304;Nova Luzitânia;757;1200;204
SP;3533403;Nova Odessa;8377;23989;3266
SP;3533502;Novo Horizonte;4435;15451;1402
SP;3533601;Nuporanga;917;3045;398
SP;3533700;Ocauçu;879;1374;274
SP;3533809;Óleo;382;1351;203
SP;3533908;Olímpia;6422;20672;2142
SP;3534005;Onda Verde;792;1721;249
SP;3534104;Oriente;923;2601;392
SP;3534203;Orindiúva;1260;1902;345
SP;3534302;Orlândia;5161;15111;2216
SP;3534401;Osasco;143603;245969;47070
SP;3534500;Oscar Bressane;386;1443;133
SP;3534609;Osvaldo Cruz;2944;13016;1427
SP;3534708;Ourinhos;13350;39357;4733
SP;3534757;Ouroeste;1812;3122;556
SP;3534807;Ouro Verde;1907;2244;497
SP;3534906;Pacaembu;1359;4286;501
SP;3535002;Palestina;1940;4109;565
SP;3535101;Palmares Paulista;1779;3332;716
SP;3535200;Palmeira d'Oeste;1698;3406;521
SP;3535309;Palmital;3018;8520;912
SP;3535408;Panorama;2186;4670;704
SP;3535507;Paraguaçu Paulista;6277;14579;2061
SP;3535606;Paraibuna;3183;6189;1050
SP;3535705;Paraíso;765;2507;502
SP;3535804;Paranapanema;3381;5898;1027
SP;3535903;Paranapuã;698;1506;238
SP;3536000;Parapuã;1462;4079;566
SP;3536109;Pardinho;1005;2681;399
SP;3536208;Pariquera-Açu;2407;7104;1093
SP;3536257;Parisi;411;1295;148
SP;3536307;Patrocínio Paulista;1940;5293;687
SP;3536406;Paulicéia;1182;2614;384
SP;3536505;Paulínia;14863;37123;4780
SP;3536570;Paulistânia;281;917;109
SP;3536604;Paulo de Faria;1645;2439;421
SP;3536703;Pederneiras;4896;17622;2125
SP;3536802;Pedra Bela;969;2405;332
SP;3536901;Pedranópolis;527;900;143
SP;3537008;Pedregulho;3605;4262;826
SP;3537107;Pedreira;4055;19185;2539
SP;3537156;Pedrinhas Paulista;512;1475;155
SP;3537206;Pedro de Toledo;1584;3060;463
SP;3537305;Penápolis;7460;22610;2663
SP;3537404;Pereira Barreto;3915;8684;1200
SP;3537503;Pereiras;1057;3174;473
SP;3537602;Peruíbe;10296;23235;3566
SP;3537701;Piacatu;930;2466;315
SP;3537800;Piedade;7451;20074;3247
SP;3537909;Pilar do Sul;3437;11439;1547
SP;3538006;Pindamonhangaba;16054;60525;7877
SP;3538105;Pindorama;1858;5915;796
SP;3538204;Pinhalzinho;1364;5461;915
SP;3538303;Piquerobi;851;1154;202
SP;3538501;Piquete;1412;5482;670
SP;3538600;Piracaia;2878;11625;1607
SP;3538709;Piracicaba;43260;158008;18625
SP;3538808;Piraju;3880;11080;1625
SP;3538907;Pirajuí;2306;7875;959
SP;3539004;Pirangi;1129;4320;518
SP;3539103;Pirapora do Bom Jesus;3302;4938;960
SP;3539202;Pirapozinho;4133;9312;1188
SP;3539301;Pirassununga;7167;32142;3489
SP;3539400;Piratininga;1452;5001;551
SP;3539509;Pitangueiras;5335;11391;2027
SP;3539608;Planalto;1127;1693;275
SP;3539707;Platina;564;1299;180
SP;3539806;Poá;22471;40969;7585
SP;3539905;Poloni;772;2275;254
SP;3540002;Pompéia;2135;9331;958
SP;3540101;Pongaí;461;1723;165
SP;3540200;Pontal;5791;12077;2560
SP;3540259;Pontalinda;889;1210;240
SP;3540309;Pontes Gestal;577;1133;144
SP;3540408;Populina;1135;1301;272
SP;3540507;Porangaba;1109;3143;464
SP;3540606;Porto Feliz;5652;22178;2789
SP;3540705;Porto Ferreira;5502;22295;3087
SP;3540754;Potim;2169;6404;709
SP;3540804;Potirendaba;2098;6553;836
SP;3540853;Pracinha;325;578;88
SP;3540903;Pradópolis;2710;6276;1014
SP;3541000;Praia Grande;39211;102534;13200
SP;3541059;Pratânia;989;1903;286
SP;3541109;Presidente Alves;649;1733;239
SP;3541208;Presidente Bernardes;2281;5072;504
SP;3541307;Presidente Epitácio;5915;13437;1923
SP;3541406;Presidente Prudente;25387;90190;8364
SP;3541505;Presidente Venceslau;4254;15173;1532
SP;3541604;Promissão;5333;12565;1630
SP;3541653;Quadra;503;1506;189
SP;3541703;Quatá;1869;5221;726
SP;3541802;Queiroz;659;1314;185
SP;3541901;Queluz;1904;2652;632
SP;3542008;Quintana;1051;2473;397
SP;3542107;Rafard;1022;4378;496
SP;3542206;Rancharia;4961;11199;1473
SP;3542305;Redenção da Serra;665;1958;294
SP;3542404;Regente Feijó;2814;7553;943
SP;3542503;Reginópolis;595;2621;265
SP;3542602;Registro;8333;21153;2647
SP;3542701;Restinga;1760;2599;384
SP;3542800;Ribeira;981;988;187
SP;3542909;Ribeirão Bonito;1778;3712;800
SP;3543006;Ribeirão Branco;4489;5242;1171
SP;3543105;Ribeirão Corrente;960;1749;245
SP;3543204;Ribeirão do Sul;1139;1583;280
SP;3543238;Ribeirão dos Índios;590;676;173
SP;3543253;Ribeirão Grande;1898;2545;505
SP;3543303;Ribeirão Pires;20501;41053;7584
SP;3543402;Ribeirão Preto;82528;215117;31655
SP;3543501;Riversul;1291;1741;299
SP;3543600;Rifaina;857;1672;218
SP;3543709;Rincão;2192;2957;619
SP;3543808;Rinópolis;1079;4076;503
SP;3543907;Rio Claro;21484;81089;10653
SP;3544004;Rio das Pedras;4132;12839;1785
SP;3544103;Rio Grande da Serra;9376;13583;3360
SP;3544202;Riolândia;2102;2503;445
SP;3544251;Rosana;4417;4592;806
SP;3544301;Roseira;1409;4461;495
SP;3544400;Rubiácea;468;1048;176
SP;3544509;Rubinéia;569;1370;206
SP;3544608;Sabino;857;2066;366
SP;3544707;Sagres;542;865;162
SP;3544806;Sales;630;2679;319
SP;3544905;Sales Oliveira;1487;4182;643
SP;3545001;Salesópolis;2566;7429;1214
SP;3545100;Salmourão;934;1786;311
SP;3545159;Saltinho;539;4454;296
SP;3545209;Salto;15501;46789;6490
SP;3545308;Salto de Pirapora;5774;14417;2956
SP;3545407;Salto Grande;1315;2936;577
SP;3545506;Sandovalina;1323;983;188
SP;3545605;Santa Adélia;1703;5649;853
SP;3545704;Santa Albertina;859;2454;349
SP;3545803;Santa Bárbara d'Oeste;22479;76429;10527
SP;3546009;Santa Branca;1929;6230;850
SP;3546108;Santa Clara d'Oeste;464;988;111
SP;3546207;Santa Cruz da Conceição;532;2202;239
SP;3546256;Santa Cruz da Esperança;375;941;179
SP;3546306;Santa Cruz das Palmeiras;4002;11123;1745
SP;3546405;Santa Cruz do Rio Pardo;4309;19301;1933
SP;3546504;Santa Ernestina;1257;2232;422
SP;3546603;Santa Fé do Sul;3560;13054;1369
SP;3546702;Santa Gertrudes;2778;9755;1178
SP;3546801;Santa Isabel;7046;20358;3692
SP;3546900;Santa Lúcia;1967;2824;764
SP;3547007;Santa Maria da Serra;721;2074;309
SP;3547106;Santa Mercedes;653;1029;179
SP;3547205;Santana da Ponte Pensa;336;733;119
SP;3547304;Santana de Parnaíba;20077;40706;6792
SP;3547403;Santa Rita d'Oeste;511;1127;175
SP;3547502;Santa Rita do Passa Quatro;2484;11659;1257
SP;3547601;Santa Rosa de Viterbo;3554;8540;1706
SP;3547650;Santa Salete;307;980;93
SP;3547700;Santo Anastácio;3286;7122;1144
SP;3547809;Santo André;131021;264039;44658
SP;3547908;Santo Antônio da Alegria;1382;2294;490
SP;3548005;Santo Antônio de Posse;2397;8882;1060
SP;3548054;Santo Antônio do Aracanguá;1594;3165;322
SP;3548104;Santo Antônio do Jardim;849;2879;363
SP;3548203;Santo Antônio do Pinhal;942;3093;488
SP;3548302;Santo Expedito;698;1125;195
SP;3548401;Santópolis do Aguapeí;662;1616;276
SP;3548500;Santos;67785;168843;20155
SP;3548609;São Bento do Sapucaí;1370;4667;711
SP;3548708;São Bernardo do Campo;175284;258269;50606
SP;3548807;São Caetano do Sul;25514;77010;8024
SP;3548906;São Carlos;40433;83202;15339
SP;3549003;São Francisco;604;1087;172
SP;3549102;São João da Boa Vista;10015;36546;4838
SP;3549201;São João das Duas Pontes;680;873;167
SP;3549250;São João de Iracema;534;572;118
SP;3549300;São João do Pau d'Alho;579;860;137
SP;3549409;São Joaquim da Barra;7321;16374;2428
SP;3549508;São José da Bela Vista;1734;2571;454
SP;3549607;São José do Barreiro;1027;1273;314
SP;3549706;São José do Rio Pardo;6545;20490;2875
SP;3549805;São José do Rio Preto;49211;177175;19535
SP;3549904;São José dos Campos;87356;279797;30720
SP;3549953;São Lourenço da Serra;2828;4808;1037
SP;3550001;São Luís do Paraitinga;2033;4486;930
SP;3550100;São Manuel;4839;15328;2628
SP;3550209;São Miguel Arcanjo;4560;11888;1984
SP;3550308;São Paulo;2424125;3694834;798782
SP;3550407;São Pedro;3133;14483;1471
SP;3550506;São Pedro do Turvo;1297;2574;333
SP;3550605;São Roque;10351;28284;4884
SP;3550704;São Sebastião;14986;24898;4069
SP;3550803;São Sebastião da Grama;1695;3915;790
SP;3550902;São Simão;2034;5734;900
SP;3551009;São Vicente;57415;113848;17091
SP;3551108;Sarapuí;1498;3125;601
SP;3551207;Sarutaiá;925;1140;241
SP;3551306;Sebastianópolis do Sul;415;1600;184
SP;3551405;Serra Azul;1861;2719;507
SP;3551504;Serrana;7259;14648;2107
SP;3551603;Serra Negra;2712;12094;1270
SP;3551702;Sertãozinho;17181;41928;6569
SP;3551801;Sete Barras;2072;4123;634
SP;3551900;Severínia;2354;6065;867
SP;3552007;Silveiras;1167;2255;376
SP;3552106;Socorro;3039;17090;1831
SP;3552205;Sorocaba;91927;257866;41266
SP;3552304;Sud Mennucci;1739;2579;374
SP;3552403;Sumaré;40727;88674;13526
SP;3552502;Suzano;47201;98160;19619
SP;3552551;Suzanápolis;834;1133;242
SP;3552601;Tabapuã;1371;4821;756
SP;3552700;Tabatinga;2428;4951;876
SP;3552809;Taboão da Serra;64301;77834;17891
SP;3552908;Taciba;1543;1949;237
SP;3553005;Taguaí;1878;4314;560
SP;3553104;Taiaçu;1223;1884;340
SP;3553203;Taiúva;639;2441;277
SP;3553302;Tambaú;3148;7596;1397
SP;3553401;Tanabi;3143;10629;1058
SP;3553500;Tapiraí;1245;2570;489
SP;3553609;Tapiratiba;2454;4350;820
SP;3553658;Taquaral;465;1032;170
SP;3553708;Taquaritinga;7212;18278;2535
SP;3553807;Taquarituba;4108;7829;1375
SP;3553856;Taquarivaí;980;2255;326
SP;3553906;Tarabai;1704;1928;430
SP;3553955;Tarumã;2247;5665;673
SP;3554003;Tatuí;11048;45426;6459
SP;3554102;Taubaté;30037;128269;14418
SP;3554201;Tejupá;1204;1323;268
SP;3554300;Teodoro Sampaio;5234;5936;1041
SP;3554409;Terra Roxa;1206;3060;567
SP;3554508;Tietê;3825;16856;1999
SP;3554607;Timburi;500;1040;210
SP;3554656;Torre de Pedra;359;1230;178
SP;3554706;Torrinha;1024;4030;411
SP;3554755;Trabiju;436;681;114
SP;3554805;Tremembé;3932;14843;1594
SP;3554904;Três Fronteiras;981;2309;334
SP;3554953;Tuiuti;703;2971;386
SP;3555000;Tupã;6625;26574;2859
SP;3555109;Tupi Paulista;2039;5779;629
SP;3555208;Turiúba;295;852;111
SP;3555307;Turmalina;475;725;150
SP;3555356;Ubarana;1072;1857;285
SP;3555406;Ubatuba;11741;32462;4168
SP;3555505;Ubirajara;946;1837;226
SP;3555604;Uchoa;1469;3927;629
SP;3555703;União Paulista;368;705;89
SP;3555802;Urânia;1262;3218;469
SP;3555901;Uru;223;767;56
SP;3556008;Urupês;1572;5667;687
SP;3556107;Valentim Gentil;1616;4771;637
SP;3556206;Valinhos;14322;48664;5910
SP;3556305;Valparaíso;3071;7449;809
SP;3556354;Vargem;872;3589;544
SP;3556404;Vargem Grande do Sul;4103;16342;2202
SP;3556453;Vargem Grande Paulista;8774;17252;3084
SP;3556503;Várzea Paulista;15480;39776;7166
SP;3556602;Vera Cruz;1426;4082;569
SP;3556701;Vinhedo;8704;34113;3576
SP;3556800;Viradouro;2120;7182;835
SP;3556909;Vista Alegre do Alto;1100;2656;375
SP;3556958;Vitória Brasil;405;753;91
SP;3557006;Votorantim;16250;46025;6967
SP;3557105;Votuporanga;10502;36114;4390
SP;3557154;Zacarias;457;1132;184
SP;3557204;Chavantes;1738;4551;637
SP;3557303;Estiva Gerbi;1395;4662;653
SP;3599919;Santo Amaro;0;0;
TO;1700251;Abreulândia;856;542;46
TO;1700301;Aguiarnópolis;1723;887;140
TO;1700350;Aliança do Tocantins;1449;1215;205
TO;1700400;Almas;2214;1022;202
TO;1700707;Alvorada;1989;2516;239
TO;1701002;Ananás;3195;1823;357
TO;1701051;Angico;920;744;100
TO;1701101;Aparecida do Rio Negro;1291;1171;191
TO;1701309;Aragominas;1875;984;152
TO;1701903;Araguacema;2120;1053;129
TO;1702000;Araguaçu;1436;3001;243
TO;1702109;Araguaína;31320;46436;5737
TO;1702158;Araguanã;1367;1107;132
TO;1702208;Araguatins;8819;5882;828
TO;1702307;Arapoema;1811;1385;171
TO;1702406;Arraias;3642;1323;269
TO;1702554;Augustinópolis;5598;3171;536
TO;1702703;Aurora do Tocantins;1173;740;153
TO;1702901;Axixá do Tocantins;4033;2147;376
TO;1703008;Babaçulândia;3312;1276;244
TO;1703057;Bandeirantes do Tocantins;846;860;109
TO;1703073;Barra do Ouro;1755;648;134
TO;1703107;Barrolândia;1545;1501;202
TO;1703206;Bernardo Sayão;1068;1100;178
TO;1703305;Bom Jesus do Tocantins;1258;877;134
TO;1703602;Brasilândia do Tocantins;631;529;107
TO;1703701;Brejinho de Nazaré;1542;1135;230
TO;1703800;Buriti do Tocantins;3017;1539;225
TO;1703826;Cachoeirinha;827;365;64
TO;1703842;Campos Lindos;2797;1168;210
TO;1703867;Cariri do Tocantins;1011;1127;157
TO;1703883;Carmolândia;901;527;100
TO;1703891;Carrasco Bonito;1407;520;84
TO;1703909;Caseara;1706;915;110
TO;1704105;Centenário;841;354;62
TO;1704600;Chapada de Areia;619;634;42
TO;1705102;Chapada da Natividade;1331;430;74
TO;1705508;Colinas do Tocantins;6805;9249;1018
TO;1705557;Combinado;1182;1285;183
TO;1705607;Conceição do Tocantins;1372;455;93
TO;1706001;Couto de Magalhães;1886;1027;121
TO;1706100;Cristalândia;1903;1681;177
TO;1706258;Crixás do Tocantins;542;380;45
TO;1706506;Darcinópolis;1814;991;193
TO;1707009;Dianópolis;5206;3012;752
TO;1707108;Divinópolis do Tocantins;2283;1380;204
TO;1707207;Dois Irmãos do Tocantins;2168;1066;175
TO;1707306;Dueré;1206;945;147
TO;1707405;Esperantina;3125;1070;177
TO;1707553;Fátima;946;1092;153
TO;1707652;Figueirópolis;1418;1433;168
TO;1707702;Filadélfia;2646;1470;192
TO;1708205;Formoso do Araguaia;4217;5013;436
TO;1708254;Fortaleza do Tabocão;952;846;110
TO;1708304;Goianorte;1680;1146;137
TO;1709005;Goiatins;3960;1459;313
TO;1709302;Guaraí;4965;6544;762
TO;1709500;Gurupi;14655;24613;2550
TO;1709807;Ipueiras;751;279;45
TO;1710508;Itacajá;2422;1447;208
TO;1710706;Itaguatins;2276;912;158
TO;1710904;Itapiratins;1312;673;122
TO;1711100;Itaporã do Tocantins;797;663;63
TO;1711506;Jaú do Tocantins;1056;788;88
TO;1711803;Juarina;815;504;75
TO;1711902;Lagoa da Confusão;3140;2479;204
TO;1711951;Lagoa do Tocantins;1250;547;121
TO;1712009;Lajeado;1047;1053;106
TO;1712157;Lavandeira;646;393;75
TO;1712405;Lizarda;1324;329;87
TO;1712454;Luzinópolis;958;517;96
TO;1712504;Marianópolis do Tocantins;1340;776;109
TO;1712702;Mateiros;851;394;41
TO;1712801;Maurilândia do Tocantins;1523;453;99
TO;1713205;Miracema do Tocantins;5913;3769;759
TO;1713304;Miranorte;3333;3352;420
TO;1713601;Monte do Carmo;1959;1134;175
TO;1713700;Monte Santo do Tocantins;750;835;75
TO;1713809;Palmeiras do Tocantins;1744;981;150
TO;1713957;Muricilândia;1077;530;58
TO;1714203;Natividade;2346;1780;250
TO;1714302;Nazaré;1934;730;145
