UFCODE;MUNICODE;MUNINAME;VotesPT.2rnd;VotesPSL.2rnd;VotesNul.2rnd
BA;2933158;Várzea Nova;4960;1122;420
BA;2933174;Varzedo;4442;1665;370
BA;2933208;Vera Cruz;17888;4875;1562
BA;2933257;Vereda;2707;1184;187
BA;2933307;Vitória da Conquista;100751;72763;14860
BA;2933406;Wagner;3537;1005;241
BA;2933455;Wanderley;5167;1891;238
BA;2933505;Wenceslau Guimarães;8044;2583;635
BA;2933604;Xique-Xique;18982;4804;1022
BA;2999919;Trancoso;0;0;
BA;2999929;Barcellos;0;0;
BA;2999939;Olivença;0;0;
BA;2999949;Villa Verde;0;0;
CE;2300101;Abaiara;4665;681;260
CE;2300150;Acarapé;5839;2769;563
CE;2300200;Acaraú;23661;6154;1761
CE;2300309;Acopiara;23614;3629;1287
CE;2300408;Aiuaba;7000;654;263
CE;2300507;Alcântaras;5599;883;365
CE;2300606;Altaneira;3999;435;183
CE;2300705;Alto Santo;7572;1134;260
CE;2300754;Amontada;18328;3789;960
CE;2300804;Antonina do Norte;3905;481;168
CE;2300903;Apuiarés;7423;1501;329
CE;2301000;Aquiraz;29499;13121;2663
CE;2301109;Aracati;28880;11455;2215
CE;2301208;Aracoiaba;14469;3529;664
CE;2301257;Ararendá;4720;1332;237
CE;2301307;Araripe;10887;1026;452
CE;2301406;Aratuba;6409;1427;434
CE;2301505;Arneiroz;3742;659;199
CE;2301604;Assaré;11387;1584;589
CE;2301703;Aurora;12526;2110;652
CE;2301802;Baixio;3487;419;120
CE;2301851;Banabuiú;8841;1376;362
CE;2301901;Barbalha;25379;8953;1860
CE;2301950;Barreira;9374;3413;928
CE;2302008;Barro;10421;1391;419
CE;2302057;Barroquinha;8284;1216;362
CE;2302107;Baturité;15675;3707;818
CE;2302206;Beberibe;22228;7113;2298
CE;2302305;Bela Cruz;11141;3113;1066
CE;2302404;Boa Viagem;25403;2900;1247
CE;2302503;Brejo Santo;21561;4703;981
CE;2302602;Camocim;25255;8274;1599
CE;2302701;Campos Sales;12132;1878;586
CE;2302800;Canindé;34530;6907;1640
CE;2302909;Capistrano;9534;1681;380
CE;2303006;Caridade;9796;1698;384
CE;2303105;Cariré;7414;2865;705
CE;2303204;Caririaçu;13592;3142;864
CE;2303303;Cariús;9428;1601;453
CE;2303402;Carnaubal;6827;2176;757
CE;2303501;Cascavel;28742;11211;3030
CE;2303600;Catarina;4691;780;196
CE;2303659;Catunda;5242;744;207
CE;2303709;Caucaia;107263;62133;12329
CE;2303808;Cedro;12605;2066;676
CE;2303907;Chaval;6756;1016;237
CE;2303931;Choró;6714;938;263
CE;2303956;Chorozinho;9598;2879;836
CE;2304004;Coreaú;10974;2559;653
CE;2304103;Crateús;32592;8323;1979
CE;2304202;Crato;59204;10784;2569
CE;2304236;Croatá;8377;1577;865
CE;2304251;Cruz;9882;4293;1053
CE;2304269;Deputado Irapuan Pinheiro;4638;448;240
CE;2304277;Ererê;3094;506;159
CE;2304285;Eusébio;19575;12560;1925
CE;2304301;Farias Brito;10416;1552;568
CE;2304350;Forquilha;9447;3871;979
CE;2304400;Fortaleza;739265;590033;93176
CE;2304459;Fortim;6831;2708;538
CE;2304509;Frecheirinha;6818;1980;594
CE;2304608;General Sampaio;4308;836;207
CE;2304657;Graça;7600;905;343
CE;2304707;Granja;27406;3557;1470
CE;2304806;Granjeiro;3375;430;109
CE;2304905;Groaíras;4265;1972;503
CE;2304954;Guaiúba;11614;3022;628
CE;2305001;Guaraciaba do Norte;17067;5182;1607
CE;2305100;Guaramiranga;3479;628;156
CE;2305209;Hidrolândia;8618;2278;585
CE;2305233;Horizonte;26643;13407;3360
CE;2305266;Ibaretama;7174;1245;306
CE;2305308;Ibiapina;9176;2992;980
CE;2305332;Ibicuitinga;6823;1484;417
CE;2305357;Icapuí;8792;3230;641
CE;2305407;Icó;29416;5862;1400
CE;2305506;Iguatu;42462;8806;1949
CE;2305605;Independência;11782;2639;574
CE;2305654;Ipaporanga;5121;1415;287
CE;2305704;Ipaumirim;5964;819;316
CE;2305803;Ipu;18089;4171;1036
CE;2305902;Ipueiras;15504;4150;1039
CE;2306009;Iracema;6923;1232;263
CE;2306108;Irauçuba;10821;1878;577
CE;2306207;Itaiçaba;3848;1209;284
CE;2306256;Itaitinga;14614;6493;1408
CE;2306306;Itapagé;20248;8117;1524
CE;2306405;Itapipoca;54153;12622;3082
CE;2306504;Itapiúna;9161;1821;446
CE;2306553;Itarema;16100;5086;1244
CE;2306603;Itatira;11040;1654;398
CE;2306702;Jaguaretama;8993;1294;438
CE;2306801;Jaguaribara;4871;868;298
CE;2306900;Jaguaribe;17204;3553;953
CE;2307007;Jaguaruana;14425;5117;1618
CE;2307106;Jardim;12855;2047;773
CE;2307205;Jati;4325;583;273
CE;2307254;Jijoca de Jericoacoara;8073;2631;641
CE;2307304;Juazeiro do Norte;101288;31793;7156
CE;2307403;Jucás;10933;2503;715
CE;2307502;Lavras da Mangabeira;14370;2237;690
CE;2307601;Limoeiro do Norte;26481;7081;2008
CE;2307635;Madalena;8536;1200;328
CE;2307650;Maracanaú;74823;48472;8694
CE;2307700;Maranguape;40475;18147;3567
CE;2307809;Marco;9221;6175;1132
CE;2307908;Martinópole;6177;846;311
CE;2308005;Massapê;15280;5460;1548
CE;2308104;Mauriti;19565;5458;1455
CE;2308203;Meruoca;6346;1928;741
CE;2308302;Milagres;14447;1782;570
CE;2308351;Milhã;6894;829;302
CE;2308377;Miraíma;7162;820;224
CE;2308401;Missão Velha;18181;3141;953
CE;2308500;Mombaça;18968;3283;1047
CE;2308609;Monsenhor Tabosa;8761;1576;424
CE;2308708;Morada Nova;29611;8656;2687
CE;2308807;Moraújo;4244;1028;278
CE;2308906;Morrinhos;6766;5016;537
CE;2309003;Mucambo;6787;1504;579
CE;2309102;Mulungu;5021;1050;243
CE;2309201;Nova Olinda;7890;1372;379
CE;2309300;Nova Russas;11951;3936;710
CE;2309409;Novo Oriente;13380;1813;697
CE;2309458;Ocara;13020;3650;740
CE;2309508;Orós;10598;1986;569
CE;2309607;Pacajus;24236;11715;3369
CE;2309706;Pacatuba;22267;12249;2285
CE;2309805;Pacoti;6179;1187;364
CE;2309904;Pacujá;3573;499;235
CE;2310001;Palhano;4475;1798;336
CE;2310100;Palmácia;5120;1258;337
CE;2310209;Paracuru;16352;5963;1380
CE;2310258;Paraipaba;12404;5796;1230
CE;2310298;Cococi;0;0;
CE;2310308;Parambu;12140;4353;1032
CE;2310407;Paramoti;5691;1289;274
CE;2310506;Pedra Branca;21268;2474;1079
CE;2310605;Penaforte;5026;828;300
CE;2310704;Pentecoste;19234;4817;1068
CE;2310803;Pereiro;8301;1352;504
CE;2310852;Pindoretama;10051;3272;670
CE;2310902;Piquet Carneiro;7134;927;342
CE;2310951;Pires Ferreira;4564;970;222
CE;2311009;Poranga;5778;867;290
CE;2311108;Porteiras;8829;1047;363
CE;2311207;Potengi;4750;500;203
CE;2311231;Potiretama;3579;433;121
CE;2311264;Quiterianópolis;9349;1562;570
CE;2311306;Quixadá;28670;13272;2505
CE;2311355;Quixelô;8979;1580;416
CE;2311405;Quixeramobim;32322;6571;1781
CE;2311504;Quixeré;9781;2645;1024
CE;2311603;Redenção;13184;3772;1188
CE;2311702;Reriutaba;8634;1665;685
CE;2311801;Russas;30874;11203;2699
CE;2311900;Saboeiro;7398;1153;416
CE;2311959;Salitre;8150;1389;380
CE;2312007;Santana do Acaraú;14893;3008;840
CE;2312106;Santana do Cariri;9102;899;359
CE;2312205;Santa Quitéria;19557;3940;1119
CE;2312304;São Benedito;19673;5830;1772
CE;2312403;São Gonçalo do Amarante;21207;10333;2094
CE;2312502;São João do Jaguaribe;4079;742;233
CE;2312601;São Luís do Curu;6442;1680;391
CE;2312700;Senador Pompeu;10736;3634;731
CE;2312809;Senador Sá;3553;804;182
CE;2312908;Sobral;69923;34651;8561
CE;2313005;Solonópole;8443;1371;341
CE;2313104;Tabuleiro do Norte;14930;3380;965
CE;2313203;Tamboril;12380;2170;455
CE;2313252;Tarrafas;4730;508;209
CE;2313302;Tauá;21691;7921;2035
CE;2313351;Tejuçuoca;9214;1624;417
CE;2313401;Tianguá;26590;13126;3227
CE;2313500;Trairi;24614;5946;1633
CE;2313559;Tururu;8370;1916;551
CE;2313609;Ubajara;12393;4837;1439
CE;2313708;Umari;3285;1085;201
CE;2313757;Umirim;8904;1958;429
CE;2313807;Uruburetama;10062;2739;822
CE;2313906;Uruoca;6424;1397;361
CE;2313955;Varjota;7079;2833;762
CE;2314003;Várzea Alegre;18717;3596;1197
CE;2314102;Viçosa do Ceará;25585;6440;2232
CE;2399919;Entre Rios;0;0;
CE;2399929;Mecejana;0;0;
CE;2399939;Vertentes;0;0;
DF;5300108;Brasília;463340;1080411;102988
ES;3200102;Afonso Cláudio;6007;10484;1021
ES;3200136;Águia Branca;3528;2504;194
ES;3200169;Água Doce do Norte;3822;3386;300
ES;3200201;Alegre;6621;9243;790
ES;3200300;Alfredo Chaves;1835;6816;469
ES;3200359;Alto Rio Novo;2315;1979;197
ES;3200409;Anchieta;5813;10240;829
ES;3200508;Apiacá;1897;2243;214
ES;3200607;Aracruz;18253;30832;2606
ES;3200706;Atilio Vivacqua;2762;3733;262
ES;3200805;Baixo Guandu;5739;10313;921
ES;3200904;Barra de São Francisco;9975;12932;820
ES;3201001;Boa Esperança;3897;3690;357
ES;3201100;Bom Jesus do Norte;2065;2903;357
ES;3201159;Brejetuba;2725;3247;336
ES;3201209;Cachoeiro de Itapemirim;24792;75462;3699
ES;3201308;Cariacica;76814;117219;9929
ES;3201407;Castelo;4124;16286;966
ES;3201506;Colatina;17848;46700;3185
ES;3201605;Conceição da Barra;8355;5405;797
ES;3201704;Conceição do Castelo;1539;4950;537
ES;3201803;Divino de São Lourenço;1015;1685;146
ES;3201902;Domingos Martins;4831;15930;1115
ES;3202009;Dores do Rio Preto;1810;2254;235
ES;3202108;Ecoporanga;6912;5903;492
ES;3202207;Fundão;4262;5768;547
ES;3202256;Governador Lindenberg;2972;3174;327
ES;3202306;Guaçuí;4887;9516;702
ES;3202405;Guarapari;17993;46417;3584
ES;3202454;Ibatiba;4037;8640;765
ES;3202504;Ibiraçu;2349;4461;462
ES;3202553;Ibitirama;1792;3003;267
ES;3202603;Iconha;2484;5571;586
ES;3202652;Irupi;2190;4799;319
ES;3202702;Itaguaçu;3314;4708;489
ES;3202801;Itapemirim;7489;15785;794
ES;3202900;Itarana;2098;4652;443
ES;3203007;Iúna;4398;9747;770
ES;3203056;Jaguaré;8841;6435;600
ES;3203106;Jerônimo Monteiro;2505;4159;445
ES;3203130;João Neiva;3142;6311;607
ES;3203163;Laranja da Terra;2444;4314;426
ES;3203205;Linhares;26360;51015;5036
ES;3203304;Mantenópolis;2945;4304;369
ES;3203320;Marataízes;5766;13957;690
ES;3203346;Marechal Floriano;2775;6734;593
ES;3203353;Marilândia;2505;4974;540
ES;3203403;Mimoso do Sul;7031;7119;680
ES;3203502;Montanha;5351;4330;460
ES;3203601;Mucurici;2096;1317;112
ES;3203700;Muniz Freire;3833;5841;550
ES;3203809;Muqui;3501;4508;443
ES;3203908;Nova Venécia;11649;14677;1266
ES;3204005;Pancas;4842;5812;375
ES;3204054;Pedro Canário;6658;4783;538
ES;3204104;Pinheiros;7275;5077;454
ES;3204203;Piúma;3855;7339;625
ES;3204252;Ponto Belo;2638;1475;181
ES;3204302;Presidente Kennedy;3272;5378;270
ES;3204351;Rio Bananal;4689;5902;644
ES;3204401;Rio Novo do Sul;1638;4974;309
ES;3204500;Santa Leopoldina;3094;4066;505
ES;3204559;Santa Maria de Jetibá;5721;16375;1122
ES;3204609;Santa Teresa;3606;10121;941
ES;3204658;São Domingos do Norte;2678;2765;204
ES;3204708;São Gabriel da Palha;6890;11016;844
ES;3204807;São José do Calçado;2850;2994;362
ES;3204906;São Mateus;27104;29517;2880
ES;3204955;São Roque do Canaã;2334;4675;383
ES;3205002;Serra;98707;137878;12688
ES;3205010;Sooretama;6269;6491;664
ES;3205036;Vargem Alta;2526;8568;451
ES;3205069;Venda Nova do Imigrante;2428;10375;677
ES;3205101;Viana;14884;21818;1740
ES;3205150;Vila Pavão;2845;2650;233
ES;3205176;Vila Valério;4985;3953;432
ES;3205200;Vila Velha;77613;166300;12275
ES;3205309;Vitória;72064;123734;9093
ES;3299919;Riacho;0;0;
ES;3299929;Ponte do Itabapoana;0;0;
GO;5200050;Abadia de Goiás;1928;4285;201
GO;5200100;Abadiânia;1781;5204;352
GO;5200134;Acreúna;4278;6063;606
GO;5200159;Adelândia;430;1387;59
GO;5200175;Água Fria de Goiás;1025;1868;144
GO;5200209;Água Limpa;580;859;101
GO;5200258;Águas Lindas de Goiás;27817;38057;3201
GO;5200308;Alexânia;3979;9723;727
GO;5200506;Aloândia;506;801;92
GO;5200555;Alto Horizonte;1386;2429;125
GO;5200605;Alto Paraíso de Goiás;2379;1454;209
GO;5200803;Alvorada do Norte;2083;2066;202
GO;5200829;Amaralina;1204;813;86
GO;5200852;Americano do Brasil;1559;1934;161
GO;5200902;Amorinópolis;1172;1398;147
GO;5201108;Anápolis;39442;154907;11178
GO;5201207;Anhanguera;391;374;46
GO;5201306;Anicuns;3453;6906;649
GO;5201405;Aparecida de Goiânia;71561;145366;12303
GO;5201454;Aparecida do Rio Doce;838;873;131
GO;5201504;Aporé;912;1124;119
GO;5201603;Araçu;1144;1702;211
GO;5201702;Aragarças;3557;4941;425
GO;5201801;Aragoiânia;2027;3509;275
GO;5202155;Araguapaz;2058;1980;160
GO;5202353;Arenópolis;1157;1031;87
GO;5202502;Aruanã;1697;2038;176
GO;5202601;Aurilândia;1230;1060;107
GO;5202809;Avelinópolis;737;1455;86
GO;5203104;Baliza;1104;589;75
GO;5203203;Barro Alto;2587;3382;350
GO;5203302;Bela Vista de Goiás;4976;10089;853
GO;5203401;Bom Jardim de Goiás;2600;2027;214
GO;5203500;Bom Jesus de Goiás;4667;6665;666
GO;5203559;Bonfinópolis;1677;2563;216
GO;5203575;Bonópolis;1234;777;63
GO;5203609;Brazabrantes;762;1383;111
GO;5203807;Britânia;1221;1790;161
GO;5203906;Buriti Alegre;1907;3396;379
GO;5203939;Buriti de Goiás;584;1419;78
GO;5203962;Buritinópolis;1166;917;116
GO;5204003;Cabeceiras;2275;1889;238
GO;5204102;Cachoeira Alta;2448;2806;365
GO;5204201;Cachoeira de Goiás;520;649;42
GO;5204250;Cachoeira Dourada;2563;2146;359
GO;5204300;Caçu;2429;4610;505
GO;5204409;Caiapônia;3814;4970;541
GO;5204508;Caldas Novas;11573;29977;2579
GO;5204557;Caldazinha;752;1354;100
GO;5204607;Campestre de Goiás;1069;1436;90
GO;5204656;Campinaçu;1029;904;114
GO;5204706;Campinorte;2071;4217;324
GO;5204805;Campo Alegre de Goiás;1623;1893;252
GO;5204854;Campo Limpo de Goiás;1259;2772;217
GO;5204904;Campos Belos;5442;3526;660
GO;5204953;Campos Verdes;1865;704;109
GO;5205000;Carmo do Rio Verde;1929;3228;302
GO;5205059;Castelândia;1262;1073;83
GO;5205109;Catalão;21312;28634;3757
GO;5205208;Caturaí;1368;1650;223
GO;5205307;Cavalcante;3484;627;208
GO;5205406;Ceres;3531;8541;724
GO;5205455;Cezarina;2025;2979;432
GO;5205471;Chapadão do Céu;1652;3672;224
GO;5205497;Cidade Ocidental;10624;17644;1242
GO;5205513;Cocalzinho de Goiás;3718;6608;565
GO;5205521;Colinas do Sul;1424;539;74
GO;5205703;Córrego do Ouro;409;1377;76
GO;5205802;Corumbá de Goiás;1781;3221;291
GO;5205901;Corumbaíba;1691;2666;331
GO;5206206;Cristalina;7459;15610;1166
GO;5206305;Cristianópolis;717;1563;74
GO;5206404;Crixás;4654;3964;473
GO;5206503;Cromínia;846;1570;145
GO;5206602;Cumari;997;799;108
GO;5206701;Damianópolis;1051;1253;158
GO;5206800;Damolândia;787;1503;194
GO;5206909;Davinópolis;1338;1225;175
GO;5207105;Diorama;605;941;104
GO;5207253;Doverlândia;2126;2154;229
GO;5207352;Edealina;937;1796;153
GO;5207402;Edéia;2566;4148;321
GO;5207501;Estrela do Norte;965;1083;91
GO;5207535;Faina;2473;1736;156
GO;5207600;Fazenda Nova;1474;2019;196
GO;5207808;Firminópolis;1550;4372;241
GO;5207907;Flores de Goiás;2430;1779;212
GO;5208004;Formosa;19936;31609;3320
GO;5208103;Formoso;1588;1237;127
GO;5208152;Gameleira de Goiás;862;1322;112
GO;5208301;Divinópolis de Goiás;2102;1418;261
GO;5208400;Goianápolis;1807;5695;323
GO;5208509;Goiandira;1522;1478;280
GO;5208608;Goianésia;13307;23211;2437
GO;5208707;Goiânia;183731;528525;40451
GO;5208806;Goianira;8161;14468;1174
GO;5208905;Goiás;6957;6345;575
GO;5209101;Goiatuba;5328;12780;1426
GO;5209150;Gouvelândia;1400;1286;182
GO;5209200;Guapó;3471;5273;549
GO;5209291;Guaraíta;859;968;86
GO;5209408;Guarani de Goiás;1676;946;142
GO;5209457;Guarinos;964;537;50
GO;5209606;Heitoraí;1126;1358;115
GO;5209705;Hidrolândia;4099;7323;683
GO;5209804;Hidrolina;1179;1194;165
GO;5209903;Iaciara;3117;1994;295
GO;5209937;Inaciolândia;1751;1265;308
GO;5209952;Indiara;3531;4236;616
GO;5210000;Inhumas;9838;18186;2040
GO;5210109;Ipameri;5486;8356;800
GO;5210158;Ipiranga de Goiás;762;1173;143
GO;5210208;Iporá;6777;11074;968
GO;5210307;Israelândia;821;968;116
GO;5210406;Itaberaí;9395;12060;1157
GO;5210562;Itaguari;1479;1831;193
GO;5210604;Itaguaru;1817;2023;205
GO;5210802;Itajá;940;1475;143
GO;5210901;Itapaci;4651;5798;688
GO;5211008;Itapirapuã;2338;2382;171
GO;5211206;Itapuranga;7224;8082;909
GO;5211305;Itarumã;1301;1634;207
GO;5211404;Itauçu;1809;3109;306
GO;5211503;Itumbiara;16542;34589;3546
GO;5211602;Ivolândia;916;865;72
GO;5211701;Jandaia;1389;2650;336
GO;5211800;Jaraguá;5483;16996;935
GO;5211909;Jataí;16570;31326;3031
GO;5212006;Jaupaci;907;936;100
GO;5212055;Jesúpolis;454;1212;70
GO;5212105;Joviânia;1481;2351;265
GO;5212204;Jussara;3863;6082;605
GO;5212253;Lagoa Santa;343;587;42
GO;5212303;Leopoldo de Bulhões;1631;2457;285
GO;5212501;Luziânia;27501;58032;5132
GO;5212600;Mairipotaba;548;1011;73
GO;5212709;Mambaí;1668;2241;208
GO;5212808;Mara Rosa;2457;2847;279
GO;5212907;Marzagão;639;842;114
GO;5212956;Matrinchã;1186;1257;84
GO;5213004;Maurilândia;2475;2603;309
GO;5213053;Mimoso de Goiás;872;984;68
GO;5213087;Minaçu;6986;7944;682
GO;5213103;Mineiros;11335;18443;2116
GO;5213400;Moiporá;478;831;63
GO;5213509;Monte Alegre de Goiás;2402;993;188
GO;5213707;Montes Claros de Goiás;1922;2756;192
GO;5213756;Montividiu;1898;4496;370
GO;5213772;Montividiu do Norte;1272;991;93
GO;5213806;Morrinhos;8178;16158;1519
GO;5213855;Morro Agudo de Goiás;637;1198;84
GO;5213905;Mossâmedes;1696;1507;152
GO;5214002;Mozarlândia;2891;4384;350
GO;5214051;Mundo Novo;1615;1591;130
GO;5214101;Mutunópolis;998;1347;111
GO;5214408;Nazário;1664;3228;290
GO;5214507;Nerópolis;5233;9868;1009
GO;5214606;Niquelândia;8189;9865;1383
GO;5214705;Nova América;520;1048;92
GO;5214804;Nova Aurora;678;709;139
GO;5214838;Nova Crixás;3206;2586;198
GO;5214861;Nova Glória;1957;2607;377
GO;5214879;Nova Iguaçu de Goiás;808;1097;77
GO;5214903;Nova Roma;1159;549;99
GO;5215009;Nova Veneza;2085;3297;288
GO;5215207;Novo Brasil;965;1339;122
GO;5215231;Novo Gama;11971;20034;1672
GO;5215256;Novo Planalto;1268;1079;110
GO;5215306;Orizona;2934;5494;664
GO;5215405;Ouro Verde de Goiás;758;1765;183
GO;5215504;Ouvidor;2497;2937;384
GO;5215603;Padre Bernardo;5051;7591;645
GO;5215652;Palestina de Goiás;932;1193;94
GO;5215702;Palmeiras de Goiás;4454;9745;911
GO;5215801;Palmelo;533;957;120
GO;5215900;Palminópolis;812;1944;127
GO;5216007;Panamá;712;928;99
GO;5216304;Paranaiguara;2638;2424;381
GO;5216403;Paraúna;2252;3701;354
GO;5216452;Perolândia;995;950;97
GO;5216809;Petrolina de Goiás;1540;3748;291
GO;5216908;Pilar de Goiás;1027;946;90
GO;5217104;Piracanjuba;4833;8475;702
GO;5217203;Piranhas;3133;3363;385
GO;5217302;Pirenópolis;5235;8368;912
GO;5217401;Pires do Rio;4136;10771;1133
GO;5217609;Planaltina;16631;22659;3921
GO;5217708;Pontalina;3646;6222;668
GO;5218003;Porangatu;9612;11934;903
GO;5218052;Porteirão;922;1070;113
GO;5218102;Portelândia;1131;1050;218
GO;5218300;Posse;8402;8222;886
GO;5218391;Professor Jamil;948;1054;86
GO;5218508;Quirinópolis;9923;13693;1704
GO;5218607;Rialma;1757;4457;297
GO;5218706;Rianápolis;746;1887;168
GO;5218789;Rio Quente;773;1627;131
GO;5218805;Rio Verde;31363;64085;5416
GO;5218904;Rubiataba;2868;7982;696
GO;5219001;Sanclerlândia;1852;3023;312
GO;5219100;Santa Bárbara de Goiás;1411;2439;163
GO;5219209;Santa Cruz de Goiás;742;1123;100
GO;5219258;Santa Fé de Goiás;1130;1311;115
GO;5219308;Santa Helena de Goiás;8692;12118;1535
GO;5219357;Santa Isabel;906;1533;116
GO;5219407;Santa Rita do Araguaia;1260;1636;159
GO;5219456;Santa Rita do Novo Destino;932;1000;76
GO;5219506;Santa Rosa de Goiás;828;1249;153
GO;5219605;Santa Tereza de Goiás;934;1084;111
GO;5219704;Santa Terezinha de Goiás;2972;2230;232
GO;5219712;Santo Antônio da Barra;1508;1294;112
GO;5219738;Santo Antônio de Goiás;1433;2422;215
GO;5219753;Santo Antônio do Descoberto;10306;17921;1693
GO;5219803;São Domingos;2792;1672;195
GO;5219902;São Francisco de Goiás;1036;2146;254
GO;5220009;São João d'Aliança;2407;2015;327
GO;5220058;São João da Paraúna;431;908;72
GO;5220108;São Luís de Montes Belos;3838;13093;939
GO;5220157;São Luíz do Norte;1432;1339;181
GO;5220207;São Miguel do Araguaia;5022;7009;587
GO;5220264;São Miguel do Passa Quatro;1082;1441;135
GO;5220280;São Patrício;492;1087;90
GO;5220405;São Simão;5336;4395;608
GO;5220454;Senador Canedo;19197;31951;2956
GO;5220504;Serranópolis;1813;2142;357
GO;5220603;Silvânia;4049;7116;608
GO;5220686;Simolândia;2092;1505;212
GO;5220702;Sítio d'Abadia;1034;607;100
GO;5221007;Taquaral de Goiás;1102;1759;261
GO;5221080;Teresina de Goiás;1085;461;68
GO;5221197;Terezópolis de Goiás;1630;2735;232
GO;5221304;Três Ranchos;1182;1183;160
GO;5221403;Trindade;19604;39180;3036
GO;5221452;Trombas;987;905;100
GO;5221502;Turvânia;992;2237;104
GO;5221551;Turvelândia;1655;1458;197
GO;5221577;Uirapuru;996;659;69
GO;5221601;Uruaçu;7855;11467;1116
GO;5221700;Uruana;2704;4321;459
GO;5221809;Urutaí;887;1193;154
GO;5221858;Valparaíso de Goiás;20509;38332;2857
GO;5221908;Varjão;744;1696;137
GO;5222005;Vianópolis;2167;5515;385
GO;5222054;Vicentinópolis;1808;2428;296
GO;5222203;Vila Boa;1631;721;107
GO;5222302;Vila Propício;1608;1575;173
MA;2100055;Açailândia;25808;27430;1817
MA;2100105;Afonso Cunha;4048;374;74
MA;2100154;Água Doce do Maranhão;6279;1027;214
MA;2100204;Alcântara;9125;1504;312
MA;2100303;Aldeias Altas;9719;1899;450
MA;2100402;Altamira do Maranhão;2730;664;132
MA;2100436;Alto Alegre do Maranhão;10064;2010;379
MA;2100477;Alto Alegre do Pindaré;11513;1741;451
MA;2100501;Alto Parnaíba;3744;1453;212
MA;2100550;Amapá do Maranhão;2571;697;127
MA;2100600;Amarante do Maranhão;12451;5186;485
MA;2100709;Anajatuba;10794;1690;463
MA;2100808;Anapurus;8094;1394;300
MA;2100832;Apicum-Açu;6014;1649;151
MA;2100873;Araguanã;4315;580;116
MA;2100907;Araioses;19425;2476;768
MA;2100956;Arame;11202;3040;359
MA;2101004;Arari;12390;3346;550
MA;2101103;Axixá;5448;1049;180
MA;2101202;Bacabal;30586;15311;3647
MA;2101251;Bacabeira;8712;1618;354
MA;2101301;Bacuri;7290;930;231
MA;2101350;Bacurituba;2728;338;50
MA;2101400;Balsas;23547;19170;1473
MA;2101509;Barão de Grajaú;9080;1110;362
MA;2101608;Barra do Corda;28593;11710;1353
MA;2101707;Barreirinhas;26149;4877;709
MA;2101731;Belágua;4358;295;106
MA;2101772;Bela Vista do Maranhão;5266;1026;172
MA;2101806;Benedito Leite;2439;439;87
MA;2101905;Bequimão;9026;1519;411
MA;2101939;Bernardo do Mearim;2645;845;97
MA;2101970;Boa Vista do Gurupi;3038;734;90
MA;2102002;Bom Jardim;14225;3095;572
MA;2102036;Bom Jesus das Selvas;9651;3412;278
MA;2102077;Bom Lugar;5541;1131;169
MA;2102101;Brejo;13236;2663;476
MA;2102150;Brejo de Areia;3969;879;175
MA;2102200;Buriti;12504;1608;464
MA;2102309;Buriti Bravo;10332;1470;380
MA;2102325;Buriticupu;21505;7300;730
MA;2102358;Buritirana;5179;2363;228
MA;2102374;Cachoeira Grande;4284;531;123
MA;2102408;Cajapió;4956;422;156
MA;2102507;Cajari;8836;881;209
MA;2102556;Campestre do Maranhão;4543;1957;201
MA;2102606;Cândido Mendes;7542;1942;229
MA;2102705;Cantanhede;7311;1179;324
MA;2102754;Capinzal do Norte;4850;1276;196
MA;2102804;Carolina;7481;4032;502
MA;2102903;Carutapera;8274;2893;433
MA;2103000;Caxias;58289;18488;2424
MA;2103109;Cedral;4260;877;184
MA;2103125;Central do Maranhão;3669;313;121
MA;2103158;Centro do Guilherme;4258;650;107
MA;2103174;Centro Novo do Maranhão;6495;1150;229
MA;2103208;Chapadinha;29774;8385;1338
MA;2103257;Cidelândia;5674;1739;164
MA;2103307;Codó;39224;11473;1926
