microcode;ufname;microname;brancos02;nulos02;uteis02;pt02;psdb02;brancos06;nulos06;uteis06;pt06;psdb06;brancos10;nulos10;pt10;uteis10;brancos14;nulos14;pt14;uteis14;brancos18;nulos18;pt18;novo18;mdb18;psl18;uteis18
35026;SP;Rio Claro;4803;7057;113986;51254;54329;5045;8511;121940;32521;78108;5696;7273;36497;132529;6734;8935;23118;133128;4640;9331;12370;4895;1823;88458;135569
35027;SP;Limeira;10650;13460;274711;138720;111895;12238;14886;303154;103263;168535;15315;14757;105543;322848;19076;19325;65237;326838;12285;20668;33760;12279;3057;227693;336882
35028;SP;Piracicaba;10665;12674;264461;109634;138949;9969;12917;296564;88557;176707;13257;13125;81862;314343;12024;11096;50960;212292;11200;18830;30949;13534;2742;209174;321588
35029;SP;Pirassununga;4782;5532;87346;43446;37198;3790;4423;97837;27256;60967;4697;4263;29724;101684;5734;5512;19076;101667;4026;6701;9735;3523;1433;64566;100669
35030;SP;São João da Boa Vista;11380;14386;202787;92090;101356;8811;10246;227548;52934;149451;10426;9477;64187;235647;13697;12125;53331;230420;10068;15512;22408;9311;3100;127689;219608
35031;SP;Moji-Mirim;8616;10303;178637;90894;73488;8422;9485;203384;67606;113638;7794;7380;55859;167619;14919;13435;44224;214583;8895;14611;21107;9090;2194;144743;220630
35032;SP;Campinas;36525;51950;1173436;642767;432334;41190;57502;1319887;597258;584090;56639;63011;583263;1435738;83366;88364;391931;1337675;48674;98567;227987;76025;14235;895349;1520951
35033;SP;Amparo;4319;7162;83605;30270;52081;2915;4767;98121;18876;71983;3857;4769;24679;102213;4796;5484;17549;102941;3217;6465;7945;4638;950;66684;102348
35034;SP;Dracena;2933;4273;56418;21443;32594;1959;2620;63389;24836;33093;2097;1862;27000;66044;2863;2212;20197;66912;2189;3779;11037;1679;459;38980;64968
35035;SP;Adamantina;4769;6091;77813;28274;46417;3187;3751;85790;28286;49149;3566;3149;32061;88092;4300;3579;21879;85099;3077;4997;11139;1991;658;51092;81385
35036;SP;Presidente Prudente;12081;19911;284814;124463;140233;10184;13125;314081;121800;161146;11510;12076;120407;326295;13111;12944;94770;328251;9628;17240;59203;8191;3070;182437;317665
35037;SP;Tupã;2546;3674;58022;21189;33118;1615;2254;63345;16831;41089;1965;2205;22537;65342;2771;2575;14585;64322;2001;3667;7468;1743;493;39729;61815
35038;SP;Marília;7933;10032;158799;71906;77396;5904;7971;176849;47927;109319;7852;7974;52397;184232;9274;9318;35413;184510;6135;10208;18445;5532;1879;120459;185697
35039;SP;Assis;6373;8824;129650;58581;61910;4244;5204;145512;53328;77499;5805;5045;52947;149200;6926;5879;41110;147296;4872;7906;22566;4629;1298;86122;145534
35040;SP;Ourinhos;6422;9194;139526;63016;68644;4640;6062;157385;45452;94664;6464;6052;52533;162240;8081;7648;39458;161181;5747;8919;21486;4338;1697;94282;160580
35041;SP;Itapeva;5876;7777;112491;49523;59449;3822;4331;132409;40374;78841;4310;4130;49098;136650;5727;4265;39766;136790;5357;5886;23591;2953;1244;69313;133717
35042;SP;Itapetininga;4127;5213;79918;37483;37790;2827;3880;94427;22427;63063;4006;3733;27175;101006;5510;5319;21279;100808;4451;6774;11104;2658;1233;62220;100917
35043;SP;Tatuí;5994;7725;110141;42426;61191;4962;6798;128856;27581;91916;6067;6604;36074;140667;7836;8875;23289;142487;5653;10184;13234;4504;1403;94452;148929
35044;SP;Capão Bonito;4093;6549;63463;26070;35538;2048;2956;74419;27253;39339;2382;2998;36500;76116;3189;2687;33111;77206;2951;3769;20338;1360;935;31538;75496
35045;SP;Piedade;4052;6841;80836;23037;55953;2961;4029;97070;20993;69338;3528;3834;29913;105235;5333;4797;25578;107240;4775;6924;11405;2851;1397;54453;105637
35046;SP;Sorocaba;18905;29633;597956;313692;239247;20558;29888;674091;248234;346442;27616;31667;264661;733128;42723;51735;169728;735235;28218;59675;100699;34569;8615;461718;783036
35047;SP;Jundiaí;8128;14376;304022;168760;109030;9797;17318;333475;143615;156259;12113;17171;133065;359344;17911;24812;85300;365724;11771;28576;45962;23230;3712;233672;382617
35048;SP;Bragança Paulista;10448;14628;214122;78699;120536;9102;11698;253459;55728;176318;11358;12132;71280;275922;13907;15054;43444;286826;11026;18519;24275;15243;3081;180240;295756
35049;SP;Campos do Jordão;1788;2645;33531;10756;21664;1341;1621;39009;8651;27245;1606;1542;9439;39754;2018;1832;7499;39535;1548;2204;3138;1965;366;19984;38674
35050;SP;São José dos Campos;15941;25901;645859;324271;262603;17009;24806;739090;232912;418713;23529;26932;238840;795188;31035;35446;163325;713571;22522;40797;78804;42409;6795;507762;838532
35051;SP;Guaratinguetá;6198;9703;207030;104965;81399;5681;7854;227324;77541;120472;7446;7751;63821;235391;10447;10456;49643;228812;7426;10822;21197;8962;2421;136705;229766
35052;SP;Bananal;519;1502;14195;5560;7114;357;804;15807;5279;8544;511;756;6336;16465;576;709;5202;16553;470;1040;3133;294;132;6419;16172
35053;SP;Paraibuna/Paraitinga;2048;3866;38254;12930;23082;1337;1834;43480;13129;25888;1547;1616;16771;44793;1790;1813;14266;44775;1536;2370;6651;1132;366;20810;43233
35054;SP;Caraguatatuba;4010;6414;107316;40609;56727;3885;5233;134084;44361;72894;4508;5571;49047;146171;6951;7137;37287;153639;5571;9495;25658;5114;1448;91706;167930
35055;SP;Registro;3643;9793;115672;37049;72082;2758;5122;133499;45555;72116;3376;4913;52732;134409;4605;5390;44618;133057;4159;7051;22788;2370;1622;72738;130874
35056;SP;Itanhaém;3097;5619;85854;33052;44865;2732;3972;104940;36009;57168;3423;4243;42868;112834;5455;6781;34868;118362;3973;7600;19237;2964;1421;65555;119969
35057;SP;Osasco;26139;38668;842713;438832;328839;30083;39251;962619;467375;385261;36801;40246;479290;1051370;62005;64632;320608;1042858;42794;85458;222731;49644;13271;499915;1063413
35058;SP;Franco da Rocha;7132;11160;169563;75507;75186;8230;10365;205439;95054;84425;10101;10657;113300;230204;16875;18036;77940;231575;11502;23120;58816;6325;3036;110512;240030
35059;SP;Guarulhos;17513;31188;520359;215639;249143;18800;29310;635934;259383;307530;26893;33664;275364;702979;41340;54770;185829;713432;26907;74228;125138;24545;8447;360992;700043
35060;SP;Itapecerica da Serra;16143;23610;412067;182186;202119;16649;20977;501001;207209;233433;21204;21811;253400;550723;33720;33626;166406;538998;25858;49691;128915;23244;8847;240996;564793
35061;SP;São Paulo;216428;384885;7193554;3241178;3376659;246640;424390;7744433;2943121;4118028;272362;394383;3209526;8167057;432462;631455;2084076;7574694;273669;672609;1573008;443065;98652;3559549;7864533
35062;SP;Moji das Cruzes;19171;28830;530071;249359;231173;19891;26986;633756;262221;299608;26840;29284;287910;703800;30795;30709;204548;488557;34179;64506;132160;23683;10671;364351;728223
35063;SP;Santos;19837;32202;738451;350275;283789;22741;31690;793148;334925;360042;27525;33715;312030;826925;33750;45695;222695;735738;24904;50298;125273;31572;7679;451210;821565
41001;PR;Paranavaí;4273;14940;131969;53238;69449;3050;7467;147108;60704;68937;3250;6942;67498;155527;4772;6090;65088;159942;3299;9398;43975;2543;1746;82506;156418
41002;PR;Umuarama;4344;13939;133341;59036;65422;3480;6555;144828;58319;68908;3513;6346;69446;149633;4731;5245;62080;155594;3394;8775;35720;4092;1457;93692;160805
41003;PR;Cianorte;2588;7038;67262;29670;32801;1916;3461;78773;28194;41032;2391;4064;32539;82147;2995;3213;28343;86216;1987;5075;15098;2355;803;53184;86434
41004;PR;Goioerê;2300;7479;59203;23263;31774;1404;3308;66658;28863;31308;1301;3467;31334;68600;1880;2499;28749;70009;1552;3304;18805;1305;698;35301;68538
41005;PR;Campo Mourão;3489;10104;108158;47007;49427;2305;5358;121180;49321;57150;2712;6045;53824;124138;3702;4575;47571;126647;2895;6510;30798;3164;1468;65182;125355
41006;PR;Astorga;3723;9886;95089;40914;46937;2638;5136;106266;45853;48828;3052;5223;51942;111886;4061;4548;47722;115418;2646;7464;28941;2609;1062;59269;111818
41007;PR;Porecatú;1512;4945;45401;16558;24820;970;2375;50305;22137;23165;1366;2233;21458;50314;1693;1892;19685;50876;1203;2890;12845;980;495;26840;48970
41008;PR;Floraí;666;1944;20204;7843;11304;350;880;22015;8195;11560;497;950;9387;22522;610;757;9247;23485;488;1314;5294;599;198;12323;22716
41009;PR;Maringá;7716;15091;246419;96485;123972;6610;11014;274620;91117;147912;8217;11341;106696;296382;9301;9746;99483;260252;7372;15643;45322;13384;3499;185820;316475
41010;PR;Apucarana;5237;9990;140230;55199;71924;5255;7945;155846;43542;93232;5998;7831;46941;165521;6930;7478;42717;171011;4579;10134;20851;3666;1680;112289;168882
41011;PR;Londrina;12161;20807;350338;125762;183994;10607;18123;378606;81018;254391;14216;18649;90144;395058;15709;20115;76467;403706;12317;24365;34432;16963;5435;263080;410530
41012;PR;Faxinal;981;3147;24654;9191;13803;673;1648;27492;10284;14204;648;1442;10705;27512;929;1170;10014;28294;645;1760;6671;585;286;14970;27188
41013;PR;Ivaiporã;2400;9722;69795;28782;36280;1687;4572;78395;32961;36350;1568;4201;35271;79413;2025;3357;33930;79954;1682;4585;25212;1123;859;36428;78644
41014;PR;Assaí;1440;5193;36267;13351;20727;963;2471;41822;15974;21091;1098;2549;16518;41201;1314;2133;15019;42564;1095;2727;10821;619;631;20429;41110
41015;PR;Cornélio Procópio;3581;8800;94582;41921;42740;2476;5603;104332;46299;46896;2800;5394;43584;105083;3316;5223;40613;103658;2481;5645;24717;2197;1492;56576;103186
41016;PR;Jacarezinho;2647;5252;63314;30640;25298;2059;3521;67611;28351;30366;2197;3202;25293;71183;3344;3500;28193;70020;2199;4771;15988;1106;918;38430;69773
41017;PR;Ibaití;1572;4444;36289;15722;17464;1003;2596;43042;19454;18020;1105;2260;20243;45321;1560;1911;16906;44980;1280;3055;11676;576;670;22402;43439
41018;PR;Wesceslau Braz;2088;4913;49241;18296;26606;1361;3332;54990;22273;26231;1386;3090;24163;58408;1952;2698;20659;59363;1647;4227;13412;784;747;32341;58453
41019;PR;Telêmaco Borba;2876;6901;70180;34877;26424;2066;4040;80626;38699;32641;2105;4152;39320;84638;2996;3614;33472;86235;2626;4669;27982;982;1190;43290;88326
41020;PR;Jaguariaíva;2002;4204;48279;21464;21016;1327;2467;56725;19491;29571;1429;2282;19484;57531;2026;2065;17806;57609;2147;3010;11210;802;734;35091;57740
41021;PR;Ponta Grossa;6994;12237;207057;89710;92910;5904;8615;230403;61329;140804;7538;9341;70023;242782;10536;10008;70286;251259;9316;12181;35513;5914;4842;155190;260322
41022;PR;Toledo;5071;13567;192166;100098;76468;3897;7543;211575;80624;107186;5015;9004;99599;223724;6217;7161;84228;235124;4695;10588;45338;5351;2226;149815;237541
41023;PR;Cascavel;5367;14314;195336;110346;64509;4588;7930;221390;91401;100100;5063;9262;104994;240288;6404;7365;89808;213905;5791;11168;59197;7262;2790;146479;260174
41024;PR;Foz do Iguaçu;3350;12392;206733;123888;54646;4219;7472;222809;93912;93226;4621;9344;102442;228621;5866;6828;85448;239061;4664;9341;44828;5145;2371;147302;236987
41025;PR;Capanema;1153;3902;48009;31047;14179;968;1799;53168;28633;19246;1052;2239;35043;56460;1367;1434;32034;58515;999;2172;22535;1268;454;24638;56890
41026;PR;Francisco Beltrão;3242;8693;121443;73777;38344;2667;4670;130397;66690;49373;2614;4958;86219;143500;3555;3815;82590;152790;3020;5499;61244;3477;1071;65227;155431
41027;PR;Pato Branco;2284;5746;79972;47989;25212;1718;2807;87563;39827;37267;1933;3444;51653;94412;2641;2908;42495;98286;2241;4344;30569;3219;1052;51503;102776
41028;PR;Pitanga;1321;4624;37828;19406;15557;851;2568;41442;20302;16687;688;2424;24396;41908;904;1605;23836;42887;777;1844;20218;293;471;13469;42208
41029;PR;Guarapuava;5112;16614;171126;106507;48796;4264;8408;193965;84162;87221;4278;9093;109099;205890;6202;7017;99950;214001;5438;9699;86512;3066;2381;89296;219885
41030;PR;Palmas;1321;4460;39102;23056;12642;822;2030;45024;19865;19628;955;2290;26039;46899;1299;1477;23876;47771;1448;1954;21979;634;700;19649;49262
41031;PR;Prudentópolis;2405;6789;62450;28767;28025;1715;3108;71368;14947;49387;2347;3319;31326;74620;2544;2484;24825;78328;2892;4095;17062;906;942;41837;78651
41032;PR;Irati;1813;3844;50790;30303;15502;1534;2509;55396;16159;32823;2167;2569;25786;58062;2087;2141;21546;60257;2101;3553;14835;1229;784;30551;60903
41033;PR;União da Vitória;1875;4706;59332;32901;21209;1581;2381;64604;21334;36488;1949;2504;27381;67780;2108;1939;27510;69179;2392;3539;17870;1290;750;32720;65205
41034;PR;São Mateus do Sul;1162;2773;30343;17750;10772;1177;1608;34485;11469;19194;1327;1484;18365;37129;1567;1298;17124;38631;1990;1828;12327;771;493;15760;38326
41035;PR;Cerro Azul;1125;1855;12810;4734;7128;512;1077;15249;9004;4785;516;1010;10248;16025;579;860;9613;17016;669;956;8395;245;223;5516;16487
41036;PR;Lapa;883;1514;26558;16000;8581;857;1206;28221;11121;13169;1075;1235;12586;30198;1610;1427;9426;30268;1349;1817;5982;547;554;17256;29646
41037;PR;Curitiba;39147;65510;1468827;831028;478494;51262;76331;1575017;619007;726782;54534;67537;592547;1729496;79690;89651;425330;1719916;52389;85641;234354;86564;23062;1072340;1782478
41038;PR;Paranaguá;2911;6339;125711;62728;44893;3288;4552;138266;55917;60261;3377;4489;45991;151242;5764;6095;41205;155942;4273;6262;22912;2160;1834;95952;153504
41039;PR;Rio Negro;1896;3473;41421;21074;17149;1403;1912;47888;13970;28452;1553;1844;20788;52004;2158;1824;17495;54337;2013;2983;9534;911;727;32505;54213
42001;SC;São Miguel d'Oeste;2232;6770;95865;64295;25535;2355;4550;101736;43729;47168;2803;4322;56853;107834;3365;4132;51540;109728;2644;4933;32164;3000;1615;58055;108983
42002;SC;Chapecó;5195;13050;200631;118498;67010;5338;9553;220167;90969;105582;6088;9363;124983;243751;8418;9511;117229;255745;6657;10087;81799;7252;3537;139791;263665
42003;SC;Xanxerê;2196;6221;76296;49730;20664;2157;3953;81338;39789;32100;2200;3749;53687;89561;2819;3513;47168;92830;2249;3547;35420;2056;1153;45717;93292
42004;SC;Joaçaba;5087;12942;167003;103462;50996;5299;9869;180797;64090;91008;5910;9051;85205;193046;7906;8584;64705;193074;6093;8940;41484;5722;3286;119545;194954
42005;SC;Concórdia;1875;4380;81666;55256;21801;2553;4040;85700;37063;40157;2901;3578;42121;89907;3121;3420;36890;92514;2316;4304;23964;3202;1472;54801;93260
42006;SC;Canoinhas;3825;9724;126169;71570;44706;2960;6541;137118;34766;87479;4483;6271;55636;142697;5652;5609;51674;144953;5306;6186;26505;3128;2549;87669;143405
42007;SC;São Bento do Sul;1242;3575;66940;38056;22542;1338;2940;74197;14672;52272;2056;3204;24516;77628;2803;3292;17990;77817;2077;3516;7352;2908;1115;55649;77494
42008;SC;Joinville;6845;16260;389552;226683;123410;9476;19044;427668;155476;217638;14418;21937;165471;473863;20848;27981;132072;422287;12469;26376;51068;25028;6383;380771;530886
42009;SC;Curitibanos;2489;6471;60593;32848;23404;1719;4290;68989;19419;41874;2044;3775;28981;71074;3226;3489;26048;71741;2816;3397;19135;1613;1658;39146;71420
42010;SC;Campos de Lages;4361;11082;150013;69951;66405;3646;8293;164373;44602;99482;4309;8179;55438;169586;6149;8057;65450;169529;6003;8593;36171;5138;2639;96890;167356
42011;SC;Rio do Sul;3388;7928;106209;50655;47980;2995;5363;116530;34804;69569;3968;5358;55921;124493;4335;6111;41847;128485;3046;6390;16789;4579;1592;95713;130592
42012;SC;Blumenau;9101;16066;327197;159579;136600;10463;18972;353836;98802;217663;13659;19634;127123;388845;14197;21849;78325;359625;9855;21982;38143;22431;4264;326917;438844
42013;SC;Itajaí;5990;11924;218334;104092;90415;7446;12253;256505;79794;142066;9019;12639;101342;292032;13629;16668;74244;309364;8499;15361;36396;14677;4114;257524;360816
42014;SC;Ituporanga;975;2363;31215;14843;14047;1001;1532;33264;9150;20084;1246;1551;16507;34391;1118;1345;14478;36759;904;1821;5284;867;571;26821;37282
42015;SC;Tijucas;1889;3449;41679;20439;18068;1567;2585;47818;15123;25654;2010;2521;21241;53757;2372;2984;15460;56471;1751;3021;6905;2060;941;43773;60085
42016;SC;Florianópolis;10565;20658;406345;233814;148193;11921;26363;451913;127568;236534;16842;26567;152504;492231;20510;30088;119994;368664;16202;31134;69830;33151;7644;340926;574833
42017;SC;Tabuleiro;674;1200;14256;4769;8842;411;826;16258;4574;9762;514;682;7099;16892;551;798;6361;17274;598;1021;2533;582;344;11701;17471
42018;SC;Tubarão;5721;13209;194974;116677;66466;5281;10366;212289;78605;99205;6620;9925;95908;229868;8523;11513;72966;228023;5479;11278;27640;8996;2692;166969;235592
42019;SC;Criciúma;3901;8999;190216;128616;42716;4616;9218;203553;79296;92195;6555;9533;85557;219952;8801;11142;57805;215739;5171;9625;21192;7847;2315;163987;222213
42020;SC;Araranguá;2481;6809;93304;55906;30702;2461;4997;103573;36560;49284;2960;4491;46473;111721;3906;4838;43215;116437;2784;5178;16058;4054;1532;82275;119477
43001;RS;Santa Rosa;2226;4474;96727;46672;42028;1893;3078;99224;31706;58506;2880;3060;47833;100940;2891;3178;47050;103556;2337;2434;25686;2041;2253;59632;104352
43002;RS;Três Passos;2608;5660;88157;45153;37744;2199;3483;89942;36852;46012;2790;3239;51862;90128;2717;3278;45282;90134;2251;3516;30570;1486;1708;42045;87507
43003;RS;Frederico Westphalen;3543;8671;101504;49059;46943;3318;4914;107212;45243;53385;4614;4559;61258;106087;4077;4417;56674;108856;3768;3368;42308;1595;2137;46928;109621
43004;RS;Erechim;4146;6903;128283;68741;52070;4462;5551;130920;46550;75085;5682;5127;63892;135278;5665;5718;53421;138058;4446;4531;34977;3686;2423;79012;139546
43005;RS;Sananduva;1825;3119;37220;15138;20840;1802;1706;38037;12715;23182;2311;1692;18998;38236;1992;1748;15942;39713;1902;1434;11361;749;876;22355;39867
43006;RS;Cerro Largo;1328;2429;42034;22532;16050;1110;1648;42110;17737;21035;1453;1655;25831;42336;1195;1624;22503;41750;1141;1344;14996;645;823;19314;41587
43007;RS;Santo Ângelo;4301;7306;117285;57735;44887;3400;3935;121165;48972;58358;4385;4056;66782;120111;4117;4186;64062;119395;3560;3056;37156;1642;1710;56246;117673
43008;RS;Ijuí;2489;5171;106746;53930;40951;2304;3452;112289;40277;60365;3139;3415;59780;114893;3116;3543;56740;118630;2887;2966;31030;1681;1560;65113;118366
43009;RS;Carazinho;2262;5765;91392;41704;39453;2435;3562;94659;32919;52209;3238;3638;47957;98630;3266;3765;46550;99926;2901;2684;27614;2435;1267;49323;97962
43010;RS;Passo Fundo;6081;8938;175268;86398;74002;6059;6381;188994;61242;106277;7783;6184;95137;199538;8465;7314;77909;204414;6664;5499;47372;7394;4057;118442;209895
43011;RS;Cruz Alta;2954;4634;89572;41632;38559;2584;2769;93628;33145;50442;3225;2946;44706;92213;3364;3136;43967;92896;2699;2340;25628;1431;1638;47788;91910
43012;RS;Não-Me-Toque;884;1277;25469;11589;11863;723;887;27221;7599;17010;893;894;13142;27852;876;1031;11984;28376;769;757;6586;877;460;16210;28065
43013;RS;Soledade;2322;3840;37015;15065;18990;1656;2246;41038;14716;22125;1828;1998;23592;42330;1781;1803;22703;42512;1690;1231;16394;567;1158;16367;41497
43014;RS;Guaporé;4676;4675;69145;29716;33915;3786;3686;75936;18834;49574;4721;3263;37363;80479;4616;4099;25471;82762;3240;3010;11303;2714;2533;58372;85813
43015;RS;Vacaria;4780;6442;83921;29058;48319;3852;3676;90060;21205;62254;4623;3334;35437;91359;4899;3823;32875;91776;4188;2972;20202;1567;2369;52349;91972
43016;RS;Caxias do Sul;13930;18256;389893;171394;189615;16721;27072;422963;108072;287636;21994;23041;174444;457919;24728;29773;127099;466732;14831;21177;58020;22444;10263;317481;482025
43017;RS;Santiago;3048;4486;61712;25072;30300;2358;2554;66279;23606;35878;2959;2039;33774;66618;2946;2290;32483;65957;2566;1620;21548;768;959;31535;65973
43018;RS;Santa Maria;7983;9678;200430;84016;91684;6194;6962;212759;59828;132291;7886;6165;96154;216447;9455;7683;89217;213214;8096;6083;51318;4446;4186;108091;214463
43019;RS;Restinga Seca;1784;2763;39669;17550;18487;1180;1600;41413;12324;25499;1657;1448;20017;41982;1729;1543;17579;41025;1602;1082;11331;735;1171;20784;40743
43020;RS;Santa Cruz do Sul;8280;9734;180865;94802;60226;7325;7672;193222;68781;106487;9798;6371;125450;200052;9844;8276;95172;203083;8578;6942;52986;5798;3696;108061;204395
43021;RS;Lajeado-Estrela;8174;9959;171652;75923;79029;7436;8280;183864;55346;110210;8392;6886;101185;193966;8965;8507;92404;198677;6373;7484;40220;6772;4443;120690;202669
43022;RS;Cachoeira do Sul;3552;5108;91197;44552;34724;3213;3048;96152;31363;53083;3971;2912;49303;95557;4520;3319;47033;93916;3957;2455;25253;1480;1751;45583;90413
43023;RS;Montenegro;4482;6032;108171;44047;55464;4625;5459;116711;36600;69486;5491;4751;62814;125180;6419;5984;57242;127366;4393;5516;22772;5171;3256;75146;127379
43024;RS;Gramado-Canela;6140;8084;152680;61347;79684;5944;6801;171493;48392;108748;7180;6249;81761;182955;9365;8684;65321;185250;6042;7769;29705;8904;3876;120898;191138
43025;RS;São Jerônimo;3328;5163;75810;30443;37082;3213;3658;80676;23739;49047;3819;3448;36741;83939;4489;3964;39501;82864;3716;3124;21052;2037;1722;37288;80229
43026;RS;Porto Alegre;52842;66797;1983901;932138;829781;74111;85899;2051536;686937;1098270;90031;78091;944604;2120393;114678;105488;859563;1931942;80947;78239;405262;75759;38720;1062442;2063633
43027;RS;Osório;6836;10072;167145;62018;88817;6331;7700;185451;60150;103921;8116;7222;93961;201027;9907;9916;91959;204971;7687;8605;40999;6582;5380;117575;213230
43028;RS;Camaquã;3604;4872;71168;26101;36546;2886;3076;76737;19589;50797;3652;2946;37362;77730;4113;2895;39116;77810;3578;2517;19459;1075;1787;37265;75650
43029;RS;Campanha Ocidental;5847;9349;200275;85449;86287;4687;5988;208974;80915;103145;5027;4897;100272;207176;6304;5888;96004;195483;5596;4152;53762;2250;3618;94855;192118
43030;RS;Campanha Central;3601;5142;109609;46096;45661;3032;3196;110524;44250;53788;3416;3005;54373;110902;3903;3190;56217;109345;3846;2497;35452;1180;1903;49197;107652
43031;RS;Campanha Meridional;3309;4732;96958;45296;39087;2693;3326;100046;41150;47504;4017;3175;45537;100893;5004;4151;46014;98828;4339;4179;29900;1190;1924;44208;96168
43032;RS;Serras de Sudeste;4785;6150;65403;24674;34602;3736;3335;70539;26922;37310;4332;2835;37331;70594;4601;3066;37894;69441;4516;3325;25915;763;1342;22506;64134
43033;RS;Pelotas;11295;14124;274951;98805;137529;10739;12155;286146;87310;171567;13088;9836;128514;290157;11928;9991;137640;220352;12674;13340;68657;5623;4357;121964;279283
43034;RS;Jaguarão;1157;2092;31577;13794;13826;1109;1183;32960;12660;16782;1475;1264;14316;32343;1399;1243;16507;31923;1363;1365;10276;365;436;11815;29894
43035;RS;Litoral Lagunar;4450;6312;139334;69116;52275;5129;5904;145861;55010;68648;6438;5196;75780;149521;7717;7459;84444;149354;6195;8025;46077;2174;2923;55351;143769
50001;MS;Baixo Pantanal;854;2456;57050;27420;19425;732;1696;62583;34269;21343;986;2468;33978;66157;1917;2029;27758;64543;1351;1380;19129;605;1216;31772;64605
50002;MS;Aquidauana;937;3339;50073;24598;17741;624;2276;55400;26184;23150;772;2802;28750;57132;1108;1913;26638;56208;888;1415;21566;380;528;24370;56120
50003;MS;Alto Taquari;1268;3891;53916;18244;28386;698;2824;62165;20610;35604;972;3349;27244;62859;1393;2288;28338;62845;1122;2075;18611;710;1184;34163;63490
50004;MS;Campo Grande;7019;15106;388818;153619;170477;6051;15637;441132;136739;252623;9660;19685;162824;479792;15467;20219;158978;498050;12789;19793;92599;13504;7642;318253;537368
50005;MS;Cassilândia;710;1885;26106;8819;14828;474;1521;30312;8259;19231;724;1932;10254;29890;976;1513;10266;33103;827;1751;7495;775;530;21713;36418
50006;MS;Paranaíba;1229;2732;36675;14533;18706;768;2079;40217;12649;24174;992;2596;16229;40912;1416;1850;15995;42295;1161;2164;10174;811;522;21325;40838
50007;MS;Três Lagoas;1558;3368;61900;27966;25301;1297;3131;68111;29162;31043;2024;4215;31735;74064;2995;3401;27826;78483;2044;3814;18230;1413;961;44023;78142
50008;MS;Nova Andradina;1035;2734;36974;14895;19261;764;2032;44001;15769;23865;905;2493;20145;46994;1484;1732;21040;48202;1084;1959;14234;867;486;23664;47501
50009;MS;Bodoquena;1054;3154;51090;23439;21890;624;2233;56376;23101;27914;710;2525;28164;58672;1196;1830;25830;57954;903;1660;17717;635;603;29181;56655
50010;MS;Dourados;4688;11309;213741;89836;99136;3537;9592;248420;89560;136534;6446;13906;105376;262995;8614;10532;107246;280764;6236;9973;74101;4945;2941;159186;289525
50011;MS;Iguatemi;2866;8216;99765;43069;48045;1844;5951;112387;43374;59122;2549;7604;52846;118206;3494;5300;55332;124664;2475;5285;38627;1784;1426;59140;122057
51001;MT;Aripuanã;1388;3031;45232;18137;20312;1606;4484;61325;22965;34032;1480;3946;28384;62314;1601;2843;26295;61317;1418;3721;15563;452;615;36934;60905
51002;MT;Alta Floresta;1143;2659;43684;14051;22102;1061;3058;51571;16610;32119;964;2872;19774;50613;1385;2766;20933;48960;1060;2908;11866;425;480;29862;49417
51003;MT;Colíder;1910;4542;60043;19789;31207;1395;4358;68183;21991;41301;1482;4399;27390;67991;1836;3611;25529;67724;1444;3848;15802;831;642;44055;69096
51004;MT;Parecis;665;1560;31048;11947;14436;668;1890;38230;12784;21031;875;1992;17874;41351;1265;1876;14698;42888;999;2276;11548;512;339;30165;47413
51005;MT;Arinos;852;2115;29973;9362;16568;692;1947;34017;8841;22105;795;2246;12501;36026;963;1700;10543;34532;801;2093;6010;386;389;22662;34098
51006;MT;Alto Teles Pires;1341;1965;50359;22016;21143;1306;2990;67412;23296;37604;2087;3848;36182;82074;2973;4154;35711;101076;2082;4364;21805;1853;762;80850;115329
51007;MT;Sinop;1672;2656;64693;24973;30408;1471;4116;79615;20370;52532;1910;4362;30120;82881;2535;4313;30218;85810;2010;4837;16072;2004;945;64679;93904
51008;MT;Paranatinga;314;910;12867;3655;7042;228;1173;15581;4132;10110;321;1177;6697;15798;446;1006;4536;15351;236;992;4914;171;128;10218;17212
51009;MT;Norte Araguaia;1007;3642;38096;11395;20864;949;3862;47200;14344;29511;777;3830;21959;48961;1055;2656;16004;48672;852;2915;15244;224;536;28761;51616
51010;MT;Canarana;929;2575;37459;13485;17632;748;2827;43745;13614;26122;930;3200;18772;46552;1055;2762;13308;46930;887;2524;11867;705;365;32824;50675
51011;MT;Médio Araguaia;636;1325;31294;15171;10083;737;1958;32850;14212;14983;815;2144;15125;33251;1116;1946;13459;32605;725;2088;9059;591;283;19156;33464
51012;MT;Alto Guaporé;734;1821;26407;6760;14758;650;2206;30687;11034;16814;604;2188;12773;33019;798;1769;11533;33732;591;2114;7077;373;295;22045;33995
51013;MT;Tangará da Serra;1918;3368;58897;26164;25150;1500;3727;66596;25290;34514;1651;4280;34053;72741;2133;3606;25326;73161;1684;4104;18532;1090;886;43595;74139
51014;MT;Jauru;1909;4858;49497;15647;27903;1528;4013;54334;23694;25974;1543;4148;23574;57169;1809;3668;22107;56212;1230;4232;13333;766;483;32520;53790
51015;MT;Alto Paraguai;400;954;17266;5511;9017;290;1352;16158;6633;7732;285;1201;7560;16442;446;824;7486;16591;309;1011;6110;173;142;7898;16157
51016;MT;Rosário Oeste;336;1495;15754;5248;7500;225;1375;17216;8012;6781;289;1436;10803;18073;335;1053;10422;17492;261;901;9180;107;162;7232;18615
