Abrangência;Cargo;Sexo;Qt Candidatos;Eleito;2º Turno;Não Eleito
ANÍSIO DE ABREU;Vereador;Masculino;21;6;0;15
ANÍSIO DE ABREU;Vereador;Feminino;11;3;0;8
ANITA GARIBALDI;Vereador;Masculino;21;9;0;12
ANITA GARIBALDI;Vereador;Feminino;9;0;0;9
ANITÁPOLIS;Vereador;Masculino;15;8;0;7
ANITÁPOLIS;Vereador;Feminino;5;1;0;4
ANORI;Vereador;Masculino;36;10;0;26
ANORI;Vereador;Feminino;19;1;0;18
ANTA GORDA;Vereador;Masculino;16;7;0;9
ANTA GORDA;Vereador;Feminino;7;2;0;5
ANTAS;Vereador;Masculino;22;11;0;11
ANTAS;Vereador;Feminino;10;0;0;10
ANTONINA;Vereador;Masculino;90;10;0;80
ANTONINA;Vereador;Feminino;41;1;0;40
ANTONINA DO NORTE;Vereador;Masculino;18;5;0;13
ANTONINA DO NORTE;Vereador;Feminino;12;4;0;8
ANTÔNIO ALMEIDA;Vereador;Masculino;22;8;0;14
ANTÔNIO ALMEIDA;Vereador;Feminino;11;1;0;10
ANTÔNIO CARDOSO;Vereador;Masculino;41;8;0;33
ANTÔNIO CARDOSO;Vereador;Feminino;18;1;0;17
ANTÔNIO CARLOS;Vereador;Masculino;64;14;0;50
ANTÔNIO CARLOS;Vereador;Feminino;31;4;0;27
ANTÔNIO DIAS;Vereador;Masculino;62;9;0;53
ANTÔNIO DIAS;Vereador;Feminino;30;0;0;30
ANTÔNIO GONÇALVES;Vereador;Masculino;22;7;0;15
ANTÔNIO GONÇALVES;Vereador;Feminino;10;2;0;8
ANTÔNIO JOÃO;Vereador;Masculino;35;7;0;28
ANTÔNIO JOÃO;Vereador;Feminino;17;2;0;15
ANTÔNIO MARTINS;Vereador;Masculino;18;9;0;9
ANTÔNIO MARTINS;Vereador;Feminino;9;0;0;9
ANTONIO OLINTO;Vereador;Masculino;23;9;0;14
ANTONIO OLINTO;Vereador;Feminino;12;0;0;12
ANTÔNIO PRADO;Vereador;Masculino;26;9;0;17
ANTÔNIO PRADO;Vereador;Feminino;13;0;0;13
ANTÔNIO PRADO DE MINAS;Vereador;Masculino;20;8;0;12
ANTÔNIO PRADO DE MINAS;Vereador;Feminino;9;1;0;8
APARECIDA;Vereador;Masculino;87;15;0;72
APARECIDA;Vereador;Feminino;39;3;0;36
APARECIDA DE GOIÂNIA;Vereador;Masculino;324;24;0;300
APARECIDA DE GOIÂNIA;Vereador;Feminino;131;1;0;130
APARECIDA DO RIO DOCE;Vereador;Masculino;20;8;0;12
APARECIDA DO RIO DOCE;Vereador;Feminino;11;1;0;10
APARECIDA DO RIO NEGRO;Vereador;Masculino;23;8;0;15
APARECIDA DO RIO NEGRO;Vereador;Feminino;12;1;0;11
APARECIDA DO TABOADO;Vereador;Masculino;62;9;0;53
APARECIDA DO TABOADO;Vereador;Feminino;32;0;0;32
APARECIDA D'OESTE;Vereador;Masculino;20;9;0;11
APARECIDA D'OESTE;Vereador;Feminino;11;0;0;11
APERIBÉ;Vereador;Masculino;42;9;0;33
APERIBÉ;Vereador;Feminino;20;0;0;20
APIACÁ;Vereador;Masculino;42;9;0;33
APIACÁ;Vereador;Feminino;24;0;0;24
APIACÁS;Vereador;Masculino;47;6;0;41
APIACÁS;Vereador;Feminino;24;3;0;21
APIAÍ;Vereador;Masculino;76;11;0;65
APIAÍ;Vereador;Feminino;36;0;0;36
APICUM-AÇU;Vereador;Masculino;41;8;0;33
APICUM-AÇU;Vereador;Feminino;19;1;0;18
APIÚNA;Vereador;Masculino;36;9;0;27
APIÚNA;Vereador;Feminino;18;0;0;18
APODI;Vereador;Masculino;48;11;0;37
APODI;Vereador;Feminino;26;2;0;24
APORÁ;Vereador;Masculino;36;6;0;30
APORÁ;Vereador;Feminino;18;3;0;15
APORÉ;Vereador;Masculino;23;6;0;17
APORÉ;Vereador;Feminino;11;3;0;8
APUAREMA;Vereador;Masculino;22;8;0;14
APUAREMA;Vereador;Feminino;7;1;0;6
APUCARANA;Vereador;Masculino;119;9;0;110
APUCARANA;Vereador;Feminino;56;2;0;54
APUÍ;Vereador;Masculino;55;9;0;46
APUÍ;Vereador;Feminino;21;0;0;21
APUIARÉS;Vereador;Masculino;29;6;0;23
APUIARÉS;Vereador;Feminino;13;3;0;10
AQUIDABÃ;Vereador;Masculino;44;10;0;34
AQUIDABÃ;Vereador;Feminino;20;1;0;19
AQUIDAUANA;Vereador;Masculino;95;12;0;83
AQUIDAUANA;Vereador;Feminino;51;1;0;50
AQUIRAZ;Vereador;Masculino;99;12;0;87
AQUIRAZ;Vereador;Feminino;43;3;0;40
ARABUTÃ;Vereador;Masculino;23;7;0;16
ARABUTÃ;Vereador;Feminino;11;2;0;9
ARAÇAGI;Vereador;Masculino;52;8;0;44
ARAÇAGI;Vereador;Feminino;28;3;0;25
ARAÇAÍ;Vereador;Masculino;23;8;0;15
ARAÇAÍ;Vereador;Feminino;12;1;0;11
ARACAJU;Vereador;Masculino;283;22;0;261
ARACAJU;Vereador;Feminino;121;2;0;119
ARAÇARIGUAMA;Vereador;Masculino;108;11;0;97
ARAÇARIGUAMA;Vereador;Feminino;48;0;0;48
ARAÇÁS;Vereador;Masculino;42;8;0;34
ARAÇÁS;Vereador;Feminino;20;1;0;19
ARACATI;Vereador;Masculino;76;11;0;65
ARACATI;Vereador;Feminino;38;4;0;34
ARACATU;Vereador;Masculino;24;7;0;17
ARACATU;Vereador;Feminino;12;2;0;10
ARAÇATUBA;Vereador;Masculino;96;9;0;87
ARAÇATUBA;Vereador;Feminino;47;3;0;44
ARACI;Vereador;Masculino;69;12;0;57
ARACI;Vereador;Feminino;36;3;0;33
ARACITABA;Vereador;Masculino;17;8;0;9
ARACITABA;Vereador;Feminino;10;1;0;9
ARACOIABA;Vereador;Masculino;46;9;0;37
ARACOIABA;Vereador;Feminino;20;2;0;18
ARAÇOIABA;Vereador;Masculino;66;10;0;56
ARAÇOIABA;Vereador;Feminino;23;1;0;22
ARAÇOIABA DA SERRA;Vereador;Masculino;66;5;0;61
ARAÇOIABA DA SERRA;Vereador;Feminino;30;4;0;26
ARACRUZ;Vereador;Masculino;147;15;0;132
ARACRUZ;Vereador;Feminino;65;2;0;63
ARAÇU;Vereador;Masculino;23;7;0;16
ARAÇU;Vereador;Feminino;12;2;0;10
ARAÇUAÍ;Vereador;Masculino;91;10;0;81
ARAÇUAÍ;Vereador;Feminino;41;1;0;40
ARAGARÇAS;Vereador;Masculino;67;9;0;58
ARAGARÇAS;Vereador;Feminino;35;2;0;33
ARAGOIÂNIA;Vereador;Masculino;38;8;0;30
ARAGOIÂNIA;Vereador;Feminino;15;1;0;14
ARAGOMINAS;Vereador;Masculino;22;8;0;14
ARAGOMINAS;Vereador;Feminino;11;1;0;10
ARAGUACEMA;Vereador;Masculino;38;8;0;30
ARAGUACEMA;Vereador;Feminino;19;1;0;18
ARAGUAÇU;Vereador;Masculino;23;7;0;16
ARAGUAÇU;Vereador;Feminino;10;2;0;8
ARAGUAIANA;Vereador;Masculino;31;9;0;22
ARAGUAIANA;Vereador;Feminino;15;0;0;15
ARAGUAÍNA;Vereador;Masculino;122;14;0;108
ARAGUAÍNA;Vereador;Feminino;56;3;0;53
ARAGUAINHA;Vereador;Masculino;14;6;0;8
ARAGUAINHA;Vereador;Feminino;8;3;0;5
ARAGUANÃ;Vereador;Masculino;67;15;0;52
ARAGUANÃ;Vereador;Feminino;37;3;0;34
ARAGUAPAZ;Vereador;Masculino;41;9;0;32
ARAGUAPAZ;Vereador;Feminino;19;0;0;19
ARAGUARI;Vereador;Masculino;136;16;0;120
ARAGUARI;Vereador;Feminino;48;1;0;47
ARAGUATINS;Vereador;Masculino;64;10;0;54
ARAGUATINS;Vereador;Feminino;14;1;0;13
ARAIOSES;Vereador;Masculino;66;10;0;56
ARAIOSES;Vereador;Feminino;29;3;0;26
ARAL MOREIRA;Vereador;Masculino;40;6;0;34
ARAL MOREIRA;Vereador;Feminino;21;3;0;18
ARAMARI;Vereador;Masculino;65;9;0;56
ARAMARI;Vereador;Feminino;32;0;0;32
ARAMBARÉ;Vereador;Masculino;33;7;0;26
ARAMBARÉ;Vereador;Feminino;18;2;0;16
ARAME;Vereador;Masculino;36;13;0;23
ARAME;Vereador;Feminino;16;0;0;16
ARAMINA;Vereador;Masculino;25;8;0;17
ARAMINA;Vereador;Feminino;13;1;0;12
ARANDU;Vereador;Masculino;49;9;0;40
ARANDU;Vereador;Feminino;24;0;0;24
ARANTINA;Vereador;Masculino;22;9;0;13
ARANTINA;Vereador;Feminino;13;0;0;13
ARAPEÍ;Vereador;Masculino;39;7;0;32
ARAPEÍ;Vereador;Feminino;20;2;0;18
ARAPIRACA;Vereador;Masculino;108;11;0;97
ARAPIRACA;Vereador;Feminino;42;4;0;38
ARAPOEMA;Vereador;Masculino;32;6;0;26
ARAPOEMA;Vereador;Feminino;17;3;0;14
ARAPONGA;Vereador;Masculino;29;8;0;21
ARAPONGA;Vereador;Feminino;14;1;0;13
ARAPONGAS;Vereador;Masculino;143;12;0;131
ARAPONGAS;Vereador;Feminino;51;3;0;48
ARAPORÃ;Vereador;Masculino;48;9;0;39
ARAPORÃ;Vereador;Feminino;24;0;0;24
ARAPOTI;Vereador;Masculino;43;8;0;35
ARAPOTI;Vereador;Feminino;17;1;0;16
ARAPUÁ;Vereador;Masculino;28;8;0;20
ARAPUÁ;Vereador;Feminino;13;1;0;12
ARAPUÃ;Vereador;Masculino;21;7;0;14
ARAPUÃ;Vereador;Feminino;11;2;0;9
ARAPUTANGA;Vereador;Masculino;58;10;0;48
ARAPUTANGA;Vereador;Feminino;27;1;0;26
ARAQUARI;Vereador;Masculino;51;10;0;41
ARAQUARI;Vereador;Feminino;27;1;0;26
ARARA;Vereador;Masculino;24;7;0;17
ARARA;Vereador;Feminino;12;2;0;10
ARARANGUÁ;Vereador;Masculino;74;15;0;59
ARARANGUÁ;Vereador;Feminino;32;0;0;32
ARARAQUARA;Vereador;Masculino;181;15;0;166
ARARAQUARA;Vereador;Feminino;82;3;0;79
ARARAS;Vereador;Masculino;129;9;0;120
ARARAS;Vereador;Feminino;63;2;0;61
ARARENDÁ;Vereador;Masculino;19;8;0;11
ARARENDÁ;Vereador;Feminino;9;1;0;8
ARARI;Vereador;Masculino;50;10;0;40
ARARI;Vereador;Feminino;22;1;0;21
ARARICÁ;Vereador;Masculino;52;9;0;43
ARARICÁ;Vereador;Feminino;28;0;0;28
ARARIPE;Vereador;Masculino;24;10;0;14
ARARIPE;Vereador;Feminino;11;1;0;10
ARARIPINA;Vereador;Masculino;79;14;0;65
ARARIPINA;Vereador;Feminino;17;1;0;16
ARARUAMA;Vereador;Masculino;161;14;0;147
ARARUAMA;Vereador;Feminino;71;3;0;68
ARARUNA;Vereador;Masculino;57;17;0;40
ARARUNA;Vereador;Feminino;30;3;0;27
ARATACA;Vereador;Masculino;47;8;0;39
ARATACA;Vereador;Feminino;21;1;0;20
ARATIBA;Vereador;Masculino;21;9;0;12
ARATIBA;Vereador;Feminino;9;0;0;9
ARATUBA;Vereador;Masculino;36;7;0;29
ARATUBA;Vereador;Feminino;20;2;0;18
ARATUÍPE;Vereador;Masculino;42;9;0;33
ARATUÍPE;Vereador;Feminino;21;0;0;21
ARAUÁ;Vereador;Masculino;41;8;0;33
ARAUÁ;Vereador;Feminino;19;1;0;18
ARAUCÁRIA;Vereador;Masculino;107;10;0;97
ARAUCÁRIA;Vereador;Feminino;50;1;0;49
ARAÚJOS;Vereador;Masculino;36;9;0;27
ARAÚJOS;Vereador;Feminino;18;0;0;18
ARAXÁ;Vereador;Masculino;110;15;0;95
ARAXÁ;Vereador;Feminino;48;0;0;48
ARCEBURGO;Vereador;Masculino;18;7;0;11
ARCEBURGO;Vereador;Feminino;9;2;0;7
ARCO-ÍRIS;Vereador;Masculino;25;7;0;18
ARCO-ÍRIS;Vereador;Feminino;17;2;0;15
ARCOS;Vereador;Masculino;118;12;0;106
ARCOS;Vereador;Feminino;56;1;0;55
ARCOVERDE;Vereador;Masculino;52;7;0;45
ARCOVERDE;Vereador;Feminino;18;3;0;15
AREADO;Vereador;Masculino;48;7;0;41
AREADO;Vereador;Feminino;17;2;0;15
AREAL;Vereador;Masculino;70;7;0;63
AREAL;Vereador;Feminino;37;2;0;35
AREALVA;Vereador;Masculino;26;7;0;19
AREALVA;Vereador;Feminino;14;2;0;12
AREIA;Vereador;Masculino;69;7;0;62
AREIA;Vereador;Feminino;26;4;0;22
AREIA BRANCA;Vereador;Masculino;121;21;0;100
AREIA BRANCA;Vereador;Feminino;59;1;0;58
AREIA DE BARAÚNAS;Vereador;Masculino;16;8;0;8
AREIA DE BARAÚNAS;Vereador;Feminino;10;1;0;9
AREIAL;Vereador;Masculino;25;9;0;16
AREIAL;Vereador;Feminino;7;0;0;7
AREIAS;Vereador;Masculino;52;8;0;44
AREIAS;Vereador;Feminino;26;1;0;25
AREIÓPOLIS;Vereador;Masculino;61;9;0;52
AREIÓPOLIS;Vereador;Feminino;32;0;0;32
ARENÁPOLIS;Vereador;Masculino;33;8;0;25
ARENÁPOLIS;Vereador;Feminino;16;1;0;15
ARENÓPOLIS;Vereador;Masculino;24;9;0;15
ARENÓPOLIS;Vereador;Feminino;12;0;0;12
ARÊS;Vereador;Masculino;30;7;0;23
ARÊS;Vereador;Feminino;15;2;0;13
ARGIRITA;Vereador;Masculino;36;5;0;31
ARGIRITA;Vereador;Feminino;16;4;0;12
ARICANDUVA;Vereador;Masculino;24;8;0;16
ARICANDUVA;Vereador;Feminino;12;1;0;11
ARINOS;Vereador;Masculino;37;9;0;28
ARINOS;Vereador;Feminino;17;0;0;17
ARIPUANÃ;Vereador;Masculino;47;11;0;36
ARIPUANÃ;Vereador;Feminino;20;0;0;20
ARIQUEMES;Vereador;Masculino;111;12;0;99
ARIQUEMES;Vereador;Feminino;48;1;0;47
ARIRANHA;Vereador;Masculino;23;9;0;14
ARIRANHA;Vereador;Feminino;11;0;0;11
ARIRANHA DO IVAÍ;Vereador;Masculino;19;8;0;11
ARIRANHA DO IVAÍ;Vereador;Feminino;8;1;0;7
ARMAÇÃO DOS BÚZIOS;Vereador;Masculino;97;8;0;89
ARMAÇÃO DOS BÚZIOS;Vereador;Feminino;46;1;0;45
ARMAZÉM;Vereador;Masculino;24;8;0;16
ARMAZÉM;Vereador;Feminino;12;1;0;11
ARNEIROZ;Vereador;Masculino;22;8;0;14
ARNEIROZ;Vereador;Feminino;11;1;0;10
AROAZES;Vereador;Masculino;20;9;0;11
AROAZES;Vereador;Feminino;10;0;0;10
AROEIRAS;Vereador;Masculino;39;11;0;28
AROEIRAS;Vereador;Feminino;17;0;0;17
AROEIRAS DO ITAIM;Vereador;Masculino;20;8;0;12
AROEIRAS DO ITAIM;Vereador;Feminino;10;1;0;9
ARRAIAL;Vereador;Masculino;14;7;0;7
ARRAIAL;Vereador;Feminino;7;2;0;5
ARRAIAL DO CABO;Vereador;Masculino;81;8;0;73
ARRAIAL DO CABO;Vereador;Feminino;38;1;0;37
ARRAIAS;Vereador;Masculino;51;9;0;42
ARRAIAS;Vereador;Feminino;13;0;0;13
ARROIO DO MEIO;Vereador;Masculino;32;9;0;23
ARROIO DO MEIO;Vereador;Feminino;15;2;0;13
ARROIO DO PADRE;Vereador;Masculino;29;7;0;22
ARROIO DO PADRE;Vereador;Feminino;14;2;0;12
ARROIO DO SAL;Vereador;Masculino;46;7;0;39
ARROIO DO SAL;Vereador;Feminino;21;2;0;19
ARROIO DO TIGRE;Vereador;Masculino;19;8;0;11
ARROIO DO TIGRE;Vereador;Feminino;8;1;0;7
ARROIO DOS RATOS;Vereador;Masculino;35;5;0;30
ARROIO DOS RATOS;Vereador;Feminino;18;4;0;14
ARROIO GRANDE;Vereador;Masculino;33;9;0;24
ARROIO GRANDE;Vereador;Feminino;16;0;0;16
ARROIO TRINTA;Vereador;Masculino;15;7;0;8
ARROIO TRINTA;Vereador;Feminino;7;2;0;5
ARTUR NOGUEIRA;Vereador;Masculino;99;10;0;89
ARTUR NOGUEIRA;Vereador;Feminino;49;2;0;47
ARUANÃ;Vereador;Masculino;32;7;0;25
ARUANÃ;Vereador;Feminino;20;2;0;18
ARUJÁ;Vereador;Masculino;87;15;0;72
ARUJÁ;Vereador;Feminino;38;0;0;38
ARVOREDO;Vereador;Masculino;21;8;0;13
ARVOREDO;Vereador;Feminino;10;1;0;9
ARVOREZINHA;Vereador;Masculino;23;7;0;16
ARVOREZINHA;Vereador;Feminino;11;2;0;9
ASCURRA;Vereador;Masculino;24;8;0;16
ASCURRA;Vereador;Feminino;12;1;0;11
ASPÁSIA;Vereador;Masculino;20;8;0;12
ASPÁSIA;Vereador;Feminino;10;1;0;9
ASSAÍ;Vereador;Masculino;39;9;0;30
ASSAÍ;Vereador;Feminino;17;0;0;17
ASSARÉ;Vereador;Masculino;37;11;0;26
ASSARÉ;Vereador;Feminino;16;0;0;16
ASSIS;Vereador;Masculino;132;15;0;117
ASSIS;Vereador;Feminino;59;0;0;59
ASSIS BRASIL;Vereador;Masculino;31;6;0;25
ASSIS BRASIL;Vereador;Feminino;14;3;0;11
ASSIS CHATEAUBRIAND;Vereador;Masculino;72;11;0;61
ASSIS CHATEAUBRIAND;Vereador;Feminino;32;2;0;30
ASSÚ;Vereador;Masculino;93;14;0;79
ASSÚ;Vereador;Feminino;41;1;0;40
ASSUNÇÃO;Vereador;Masculino;20;8;0;12
ASSUNÇÃO;Vereador;Feminino;9;1;0;8
ASSUNÇÃO DO PIAUÍ;Vereador;Masculino;19;7;0;12
ASSUNÇÃO DO PIAUÍ;Vereador;Feminino;11;2;0;9
ASTOLFO DUTRA;Vereador;Masculino;57;8;0;49
ASTOLFO DUTRA;Vereador;Feminino;29;1;0;28
ASTORGA;Vereador;Masculino;65;9;0;56
ASTORGA;Vereador;Feminino;31;0;0;31
ATALAIA;Vereador;Masculino;89;18;0;71
ATALAIA;Vereador;Feminino;41;4;0;37
ATALAIA DO NORTE;Vereador;Masculino;47;10;0;37
ATALAIA DO NORTE;Vereador;Feminino;20;1;0;19
ATALANTA;Vereador;Masculino;20;9;0;11
ATALANTA;Vereador;Feminino;9;0;0;9
ATALÉIA;Vereador;Masculino;50;9;0;41
ATALÉIA;Vereador;Feminino;18;0;0;18
ATIBAIA;Vereador;Masculino;255;17;0;238
ATIBAIA;Vereador;Feminino;119;0;0;119
ATÍLIO VIVÁCQUA;Vereador;Masculino;58;8;0;50
ATÍLIO VIVÁCQUA;Vereador;Feminino;31;1;0;30
AUGUSTINÓPOLIS;Vereador;Masculino;42;9;0;33
AUGUSTINÓPOLIS;Vereador;Feminino;20;2;0;18
AUGUSTO CORRÊA;Vereador;Masculino;72;11;0;61
AUGUSTO CORRÊA;Vereador;Feminino;34;2;0;32
AUGUSTO DE LIMA;Vereador;Masculino;31;8;0;23
AUGUSTO DE LIMA;Vereador;Feminino;15;1;0;14
AUGUSTO PESTANA;Vereador;Masculino;18;7;0;11
AUGUSTO PESTANA;Vereador;Feminino;9;2;0;7
ÁUREA;Vereador;Masculino;19;9;0;10
ÁUREA;Vereador;Feminino;10;0;0;10
AURELINO LEAL;Vereador;Masculino;54;8;0;46
AURELINO LEAL;Vereador;Feminino;25;1;0;24
AURIFLAMA;Vereador;Masculino;41;7;0;34
AURIFLAMA;Vereador;Feminino;20;2;0;18
AURILÂNDIA;Vereador;Masculino;33;9;0;24
AURILÂNDIA;Vereador;Feminino;17;0;0;17
AURORA;Vereador;Masculino;48;18;0;30
AURORA;Vereador;Feminino;24;2;0;22
AURORA DO PARÁ;Vereador;Masculino;65;7;0;58
AURORA DO PARÁ;Vereador;Feminino;32;2;0;30
AURORA DO TOCANTINS;Vereador;Masculino;24;8;0;16
AURORA DO TOCANTINS;Vereador;Feminino;12;1;0;11
AUTAZES;Vereador;Masculino;101;11;0;90
AUTAZES;Vereador;Feminino;44;2;0;42
AVAÍ;Vereador;Masculino;26;8;0;18
AVAÍ;Vereador;Feminino;13;1;0;12
AVANHANDAVA;Vereador;Masculino;41;7;0;34
AVANHANDAVA;Vereador;Feminino;20;2;0;18
AVARÉ;Vereador;Masculino;148;11;0;137
AVARÉ;Vereador;Feminino;70;2;0;68
AVEIRO;Vereador;Masculino;53;8;0;45
AVEIRO;Vereador;Feminino;25;1;0;24
AVELINO LOPES;Vereador;Masculino;20;7;0;13
AVELINO LOPES;Vereador;Feminino;11;2;0;9
AVELINÓPOLIS;Vereador;Masculino;19;7;0;12
AVELINÓPOLIS;Vereador;Feminino;8;2;0;6
AXIXÁ;Vereador;Masculino;47;6;0;41
AXIXÁ;Vereador;Feminino;23;3;0;20
AXIXÁ DO TOCANTINS;Vereador;Masculino;36;7;0;29
AXIXÁ DO TOCANTINS;Vereador;Feminino;19;2;0;17
BABAÇULÂNDIA;Vereador;Masculino;25;9;0;16
BABAÇULÂNDIA;Vereador;Feminino;14;0;0;14
BACABAL;Vereador;Masculino;112;15;0;97
BACABAL;Vereador;Feminino;40;2;0;38
BACABEIRA;Vereador;Masculino;55;8;0;47
BACABEIRA;Vereador;Feminino;25;1;0;24
BACURI;Vereador;Masculino;45;10;0;35
BACURI;Vereador;Feminino;23;1;0;22
BACURITUBA;Vereador;Masculino;43;7;0;36
BACURITUBA;Vereador;Feminino;23;2;0;21
BADY BASSITT;Vereador;Masculino;45;7;0;38
BADY BASSITT;Vereador;Feminino;21;2;0;19
BAEPENDI;Vereador;Masculino;66;11;0;55
BAEPENDI;Vereador;Feminino;31;0;0;31
BAGÉ;Vereador;Masculino;139;13;0;126
BAGÉ;Vereador;Feminino;68;4;0;64
BAGRE;Vereador;Masculino;66;10;0;56
BAGRE;Vereador;Feminino;30;1;0;29
BAÍA DA TRAIÇÃO;Vereador;Masculino;44;8;0;36
BAÍA DA TRAIÇÃO;Vereador;Feminino;17;1;0;16
BAÍA FORMOSA;Vereador;Masculino;44;6;0;38
BAÍA FORMOSA;Vereador;Feminino;22;3;0;19
BAIANÓPOLIS;Vereador;Masculino;31;9;0;22
BAIANÓPOLIS;Vereador;Feminino;15;0;0;15
BAIÃO;Vereador;Masculino;45;12;0;33
BAIÃO;Vereador;Feminino;23;1;0;22
BAIXA GRANDE;Vereador;Masculino;30;8;0;22
BAIXA GRANDE;Vereador;Feminino;13;3;0;10
BAIXA GRANDE DO RIBEIRO;Vereador;Masculino;32;7;0;25
BAIXA GRANDE DO RIBEIRO;Vereador;Feminino;16;2;0;14
BAIXIO;Vereador;Masculino;21;5;0;16
BAIXIO;Vereador;Feminino;12;4;0;8
BAIXO GUANDU;Vereador;Masculino;85;11;0;74
BAIXO GUANDU;Vereador;Feminino;38;0;0;38
BALBINOS;Vereador;Masculino;18;8;0;10
BALBINOS;Vereador;Feminino;10;1;0;9
BALDIM;Vereador;Masculino;43;7;0;36
BALDIM;Vereador;Feminino;22;2;0;20
BALIZA;Vereador;Masculino;29;6;0;23
BALIZA;Vereador;Feminino;15;3;0;12
BALNEÁRIO ARROIO DO SILVA;Vereador;Masculino;31;8;0;23
BALNEÁRIO ARROIO DO SILVA;Vereador;Feminino;14;1;0;13
BALNEÁRIO BARRA DO SUL;Vereador;Masculino;59;9;0;50
BALNEÁRIO BARRA DO SUL;Vereador;Feminino;26;0;0;26
BALNEÁRIO CAMBORIÚ;Vereador;Masculino;96;12;0;84
BALNEÁRIO CAMBORIÚ;Vereador;Feminino;46;1;0;45
BALNEÁRIO GAIVOTA;Vereador;Masculino;24;7;0;17
BALNEÁRIO GAIVOTA;Vereador;Feminino;10;2;0;8
BALNEÁRIO PIÇARRAS;Vereador;Masculino;32;10;0;22
BALNEÁRIO PIÇARRAS;Vereador;Feminino;14;1;0;13
BALNEÁRIO PINHAL;Vereador;Masculino;46;7;0;39
BALNEÁRIO PINHAL;Vereador;Feminino;25;2;0;23
BALNEÁRIO RINCÃO;Vereador;Masculino;48;9;0;39
BALNEÁRIO RINCÃO;Vereador;Feminino;23;0;0;23
BALSA NOVA;Vereador;Masculino;65;9;0;56
BALSA NOVA;Vereador;Feminino;30;0;0;30
BÁLSAMO;Vereador;Masculino;33;7;0;26
BÁLSAMO;Vereador;Feminino;17;2;0;15
BALSAS;Vereador;Masculino;130;15;0;115
BALSAS;Vereador;Feminino;60;2;0;58
BAMBUÍ;Vereador;Masculino;75;9;0;66
BAMBUÍ;Vereador;Feminino;38;2;0;36
BANABUIÚ;Vereador;Masculino;41;7;0;34
BANABUIÚ;Vereador;Feminino;23;4;0;19
BANANAL;Vereador;Masculino;60;6;0;54
BANANAL;Vereador;Feminino;34;3;0;31
BANANEIRAS;Vereador;Masculino;30;9;0;21
BANANEIRAS;Vereador;Feminino;13;2;0;11
BANDEIRA;Vereador;Masculino;23;7;0;16
BANDEIRA;Vereador;Feminino;9;2;0;7
BANDEIRA DO SUL;Vereador;Masculino;54;8;0;46
BANDEIRA DO SUL;Vereador;Feminino;25;1;0;24
BANDEIRANTE;Vereador;Masculino;23;8;0;15
BANDEIRANTE;Vereador;Feminino;11;1;0;10
BANDEIRANTES;Vereador;Masculino;100;21;0;79
BANDEIRANTES;Vereador;Feminino;51;1;0;50
BANDEIRANTES DO TOCANTINS;Vereador;Masculino;18;8;0;10
BANDEIRANTES DO TOCANTINS;Vereador;Feminino;9;1;0;8
BANNACH;Vereador;Masculino;44;8;0;36
BANNACH;Vereador;Feminino;20;1;0;19
BANZAÊ;Vereador;Masculino;26;8;0;18
BANZAÊ;Vereador;Feminino;12;1;0;11
BARÃO;Vereador;Masculino;23;9;0;14
BARÃO;Vereador;Feminino;12;0;0;12
BARÃO DE ANTONINA;Vereador;Masculino;20;9;0;11
BARÃO DE ANTONINA;Vereador;Feminino;10;0;0;10
BARÃO DE COCAIS;Vereador;Masculino;96;10;0;86
BARÃO DE COCAIS;Vereador;Feminino;50;1;0;49
BARÃO DE COTEGIPE;Vereador;Masculino;27;6;0;21
BARÃO DE COTEGIPE;Vereador;Feminino;12;3;0;9
BARÃO DE GRAJAÚ;Vereador;Masculino;28;11;0;17
BARÃO DE GRAJAÚ;Vereador;Feminino;16;0;0;16
BARÃO DE MELGAÇO;Vereador;Masculino;27;8;0;19
BARÃO DE MELGAÇO;Vereador;Feminino;14;1;0;13
BARÃO DE MONTE ALTO;Vereador;Masculino;25;9;0;16
BARÃO DE MONTE ALTO;Vereador;Feminino;15;0;0;15
BARÃO DO TRIUNFO;Vereador;Masculino;36;8;0;28
BARÃO DO TRIUNFO;Vereador;Feminino;19;1;0;18
BARAÚNA;Vereador;Masculino;64;15;0;49
BARAÚNA;Vereador;Feminino;33;5;0;28
BARBACENA;Vereador;Masculino;154;12;0;142
BARBACENA;Vereador;Feminino;69;3;0;66
BARBALHA;Vereador;Masculino;90;14;0;76
BARBALHA;Vereador;Feminino;41;1;0;40
BARBOSA;Vereador;Masculino;36;7;0;29
BARBOSA;Vereador;Feminino;18;2;0;16
BARBOSA FERRAZ;Vereador;Masculino;23;9;0;14
BARBOSA FERRAZ;Vereador;Feminino;16;0;0;16
BARCARENA;Vereador;Masculino;152;11;0;141
BARCARENA;Vereador;Feminino;75;2;0;73
BARCELONA;Vereador;Masculino;16;9;0;7
BARCELONA;Vereador;Feminino;7;0;0;7
BARCELOS;Vereador;Masculino;61;10;0;51
BARCELOS;Vereador;Feminino;27;1;0;26
BARIRI;Vereador;Masculino;107;8;0;99
BARIRI;Vereador;Feminino;59;1;0;58
BARRA;Vereador;Masculino;45;13;0;32
BARRA;Vereador;Feminino;21;0;0;21
BARRA BONITA;Vereador;Masculino;154;20;0;134
BARRA BONITA;Vereador;Feminino;77;2;0;75
BARRA DA ESTIVA;Vereador;Masculino;28;10;0;18
BARRA DA ESTIVA;Vereador;Feminino;14;1;0;13
