Abrangência;Cargo;Sexo;Qt Candidatos;Eleito;2º Turno;Não Eleito
SANTA MARGARIDA;Vereador;Masculino;30;10;0;20
SANTA MARGARIDA;Vereador;Feminino;14;1;0;13
SANTA MARGARIDA DO SUL;Vereador;Masculino;22;8;0;14
SANTA MARGARIDA DO SUL;Vereador;Feminino;10;1;0;9
SANTA MARIA;Vereador;Masculino;171;24;0;147
SANTA MARIA;Vereador;Feminino;79;6;0;73
SANTA MARIA DA BOA VISTA;Vereador;Masculino;60;11;0;49
SANTA MARIA DA BOA VISTA;Vereador;Feminino;25;2;0;23
SANTA MARIA DA SERRA;Vereador;Masculino;34;9;0;25
SANTA MARIA DA SERRA;Vereador;Feminino;15;0;0;15
SANTA MARIA DA VITÓRIA;Vereador;Masculino;46;13;0;33
SANTA MARIA DA VITÓRIA;Vereador;Feminino;18;0;0;18
SANTA MARIA DAS BARREIRAS;Vereador;Masculino;70;10;0;60
SANTA MARIA DAS BARREIRAS;Vereador;Feminino;29;1;0;28
SANTA MARIA DE ITABIRA;Vereador;Masculino;44;7;0;37
SANTA MARIA DE ITABIRA;Vereador;Feminino;22;2;0;20
SANTA MARIA DE JETIBÁ;Vereador;Masculino;63;12;0;51
SANTA MARIA DE JETIBÁ;Vereador;Feminino;29;1;0;28
SANTA MARIA DO CAMBUCÁ;Vereador;Masculino;32;9;0;23
SANTA MARIA DO CAMBUCÁ;Vereador;Feminino;6;0;0;6
SANTA MARIA DO HERVAL;Vereador;Masculino;23;7;0;16
SANTA MARIA DO HERVAL;Vereador;Feminino;11;2;0;9
SANTA MARIA DO OESTE;Vereador;Masculino;39;7;0;32
SANTA MARIA DO OESTE;Vereador;Feminino;21;2;0;19
SANTA MARIA DO PARÁ;Vereador;Masculino;48;9;0;39
SANTA MARIA DO PARÁ;Vereador;Feminino;25;2;0;23
SANTA MARIA DO SALTO;Vereador;Masculino;16;8;0;8
SANTA MARIA DO SALTO;Vereador;Feminino;9;1;0;8
SANTA MARIA DO SUAÇUÍ;Vereador;Masculino;47;8;0;39
SANTA MARIA DO SUAÇUÍ;Vereador;Feminino;25;1;0;24
SANTA MARIA DO TOCANTINS;Vereador;Masculino;25;9;0;16
SANTA MARIA DO TOCANTINS;Vereador;Feminino;13;0;0;13
SANTA MARIA MADALENA;Vereador;Masculino;43;8;0;35
SANTA MARIA MADALENA;Vereador;Feminino;22;1;0;21
SANTA MARIANA;Vereador;Masculino;33;9;0;24
SANTA MARIANA;Vereador;Feminino;16;0;0;16
SANTA MERCEDES;Vereador;Masculino;29;8;0;21
SANTA MERCEDES;Vereador;Feminino;17;1;0;16
SANTA MÔNICA;Vereador;Masculino;29;8;0;21
SANTA MÔNICA;Vereador;Feminino;14;1;0;13
SANTA QUITÉRIA;Vereador;Masculino;40;11;0;29
SANTA QUITÉRIA;Vereador;Feminino;22;2;0;20
SANTA QUITÉRIA DO MARANHÃO;Vereador;Masculino;30;8;0;22
SANTA QUITÉRIA DO MARANHÃO;Vereador;Feminino;15;3;0;12
SANTA RITA;Vereador;Masculino;237;27;0;210
SANTA RITA;Vereador;Feminino;99;5;0;94
SANTA RITA DE CALDAS;Vereador;Masculino;26;8;0;18
SANTA RITA DE CALDAS;Vereador;Feminino;13;1;0;12
SANTA RITA DE CÁSSIA;Vereador;Masculino;54;11;0;43
SANTA RITA DE CÁSSIA;Vereador;Feminino;27;0;0;27
SANTA RITA DE IBITIPOCA;Vereador;Masculino;23;8;0;15
SANTA RITA DE IBITIPOCA;Vereador;Feminino;11;1;0;10
SANTA RITA DE JACUTINGA;Vereador;Masculino;25;7;0;18
SANTA RITA DE JACUTINGA;Vereador;Feminino;12;2;0;10
SANTA RITA DE MINAS;Vereador;Masculino;34;8;0;26
SANTA RITA DE MINAS;Vereador;Feminino;15;1;0;14
SANTA RITA DO ARAGUAIA;Vereador;Masculino;41;9;0;32
SANTA RITA DO ARAGUAIA;Vereador;Feminino;22;0;0;22
SANTA RITA DO ITUETO;Vereador;Masculino;25;8;0;17
SANTA RITA DO ITUETO;Vereador;Feminino;13;1;0;12
SANTA RITA DO NOVO DESTINO;Vereador;Masculino;27;8;0;19
SANTA RITA DO NOVO DESTINO;Vereador;Feminino;15;1;0;14
SANTA RITA DO PARDO;Vereador;Masculino;30;8;0;22
SANTA RITA DO PARDO;Vereador;Feminino;16;1;0;15
SANTA RITA DO PASSA QUATRO;Vereador;Masculino;82;8;0;74
SANTA RITA DO PASSA QUATRO;Vereador;Feminino;42;1;0;41
SANTA RITA DO SAPUCAÍ;Vereador;Masculino;101;11;0;90
SANTA RITA DO SAPUCAÍ;Vereador;Feminino;46;2;0;44
SANTA RITA DO TOCANTINS;Vereador;Masculino;29;8;0;21
SANTA RITA DO TOCANTINS;Vereador;Feminino;14;1;0;13
SANTA RITA DO TRIVELATO;Vereador;Masculino;18;8;0;10
SANTA RITA DO TRIVELATO;Vereador;Feminino;9;1;0;8
SANTA RITA D'OESTE;Vereador;Masculino;12;8;0;4
SANTA RITA D'OESTE;Vereador;Feminino;6;1;0;5
SANTA ROSA;Vereador;Masculino;75;12;0;63
SANTA ROSA;Vereador;Feminino;34;3;0;31
SANTA ROSA DA SERRA;Vereador;Masculino;25;8;0;17
SANTA ROSA DA SERRA;Vereador;Feminino;12;1;0;11
SANTA ROSA DE GOIÁS;Vereador;Masculino;39;7;0;32
SANTA ROSA DE GOIÁS;Vereador;Feminino;18;2;0;16
SANTA ROSA DE LIMA;Vereador;Masculino;39;14;0;25
SANTA ROSA DE LIMA;Vereador;Feminino;19;4;0;15
SANTA ROSA DE VITERBO;Vereador;Masculino;62;9;0;53
SANTA ROSA DE VITERBO;Vereador;Feminino;30;2;0;28
SANTA ROSA DO PIAUÍ;Vereador;Masculino;15;7;0;8
SANTA ROSA DO PIAUÍ;Vereador;Feminino;8;2;0;6
SANTA ROSA DO PURUS;Vereador;Masculino;30;6;0;24
SANTA ROSA DO PURUS;Vereador;Feminino;13;3;0;10
SANTA ROSA DO SUL;Vereador;Masculino;25;8;0;17
SANTA ROSA DO SUL;Vereador;Feminino;13;1;0;12
SANTA ROSA DO TOCANTINS;Vereador;Masculino;24;8;0;16
SANTA ROSA DO TOCANTINS;Vereador;Feminino;12;1;0;11
SANTA SALETE;Vereador;Masculino;21;6;0;15
SANTA SALETE;Vereador;Feminino;11;3;0;8
SANTA TERESA;Vereador;Masculino;64;10;0;54
SANTA TERESA;Vereador;Feminino;33;1;0;32
SANTA TERESINHA;Vereador;Masculino;22;6;0;16
SANTA TERESINHA;Vereador;Feminino;11;3;0;8
SANTA TEREZA;Vereador;Masculino;16;7;0;9
SANTA TEREZA;Vereador;Feminino;8;2;0;6
SANTA TEREZA DE GOIÁS;Vereador;Masculino;26;8;0;18
SANTA TEREZA DE GOIÁS;Vereador;Feminino;17;1;0;16
SANTA TEREZA DO OESTE;Vereador;Masculino;42;9;0;33
SANTA TEREZA DO OESTE;Vereador;Feminino;19;0;0;19
SANTA TEREZA DO TOCANTINS;Vereador;Masculino;20;9;0;11
SANTA TEREZA DO TOCANTINS;Vereador;Feminino;8;0;0;8
SANTA TEREZINHA;Vereador;Masculino;122;29;0;93
SANTA TEREZINHA;Vereador;Feminino;60;7;0;53
SANTA TEREZINHA DE GOIÁS;Vereador;Masculino;38;8;0;30
SANTA TEREZINHA DE GOIÁS;Vereador;Feminino;18;1;0;17
SANTA TEREZINHA DE ITAIPU;Vereador;Masculino;53;8;0;45
SANTA TEREZINHA DE ITAIPU;Vereador;Feminino;29;1;0;28
SANTA TEREZINHA DO PROGRESSO;Vereador;Masculino;29;8;0;21
SANTA TEREZINHA DO PROGRESSO;Vereador;Feminino;17;1;0;16
SANTA TEREZINHA DO TOCANTINS;Vereador;Masculino;18;7;0;11
SANTA TEREZINHA DO TOCANTINS;Vereador;Feminino;8;2;0;6
SANTA VITÓRIA;Vereador;Masculino;50;9;0;41
SANTA VITÓRIA;Vereador;Feminino;26;2;0;24
SANTA VITÓRIA DO PALMAR;Vereador;Masculino;74;12;0;62
SANTA VITÓRIA DO PALMAR;Vereador;Feminino;34;1;0;33
SANTALUZ;Vereador;Masculino;44;13;0;31
SANTALUZ;Vereador;Feminino;19;0;0;19
SANTANA;Vereador;Masculino;168;22;0;146
SANTANA;Vereador;Feminino;71;2;0;69
SANTANA DA BOA VISTA;Vereador;Masculino;24;9;0;15
SANTANA DA BOA VISTA;Vereador;Feminino;14;0;0;14
SANTANA DA PONTE PENSA;Vereador;Masculino;19;8;0;11
SANTANA DA PONTE PENSA;Vereador;Feminino;9;1;0;8
SANTANA DA VARGEM;Vereador;Masculino;39;9;0;30
SANTANA DA VARGEM;Vereador;Feminino;18;0;0;18
SANTANA DE CATAGUASES;Vereador;Masculino;34;8;0;26
SANTANA DE CATAGUASES;Vereador;Feminino;19;1;0;18
SANTANA DE MANGUEIRA;Vereador;Masculino;20;9;0;11
SANTANA DE MANGUEIRA;Vereador;Feminino;10;0;0;10
SANTANA DE PARNAÍBA;Vereador;Masculino;165;15;0;150
SANTANA DE PARNAÍBA;Vereador;Feminino;76;0;0;76
SANTANA DE PIRAPAMA;Vereador;Masculino;45;9;0;36
SANTANA DE PIRAPAMA;Vereador;Feminino;21;0;0;21
SANTANA DO ACARAÚ;Vereador;Masculino;27;7;0;20
SANTANA DO ACARAÚ;Vereador;Feminino;15;4;0;11
SANTANA DO ARAGUAIA;Vereador;Masculino;97;11;0;86
SANTANA DO ARAGUAIA;Vereador;Feminino;42;4;0;38
SANTANA DO CARIRI;Vereador;Masculino;26;10;0;16
SANTANA DO CARIRI;Vereador;Feminino;14;1;0;13
SANTANA DO DESERTO;Vereador;Masculino;43;9;0;34
SANTANA DO DESERTO;Vereador;Feminino;21;0;0;21
SANTANA DO GARAMBÉU;Vereador;Masculino;17;9;0;8
SANTANA DO GARAMBÉU;Vereador;Feminino;8;0;0;8
SANTANA DO IPANEMA;Vereador;Masculino;76;8;0;68
SANTANA DO IPANEMA;Vereador;Feminino;40;1;0;39
SANTANA DO ITARARÉ;Vereador;Masculino;33;9;0;24
SANTANA DO ITARARÉ;Vereador;Feminino;16;0;0;16
SANTANA DO JACARÉ;Vereador;Masculino;44;7;0;37
SANTANA DO JACARÉ;Vereador;Feminino;23;2;0;21
SANTANA DO LIVRAMENTO;Vereador;Masculino;140;14;0;126
SANTANA DO LIVRAMENTO;Vereador;Feminino;74;3;0;71
SANTANA DO MANHUAÇU;Vereador;Masculino;35;9;0;26
SANTANA DO MANHUAÇU;Vereador;Feminino;17;0;0;17
SANTANA DO MARANHÃO;Vereador;Masculino;27;6;0;21
SANTANA DO MARANHÃO;Vereador;Feminino;15;3;0;12
SANTANA DO MATOS;Vereador;Masculino;22;8;0;14
SANTANA DO MATOS;Vereador;Feminino;10;1;0;9
SANTANA DO MUNDAÚ;Vereador;Masculino;23;8;0;15
SANTANA DO MUNDAÚ;Vereador;Feminino;12;1;0;11
SANTANA DO PARAÍSO;Vereador;Masculino;78;9;0;69
SANTANA DO PARAÍSO;Vereador;Feminino;37;2;0;35
SANTANA DO PIAUÍ;Vereador;Masculino;15;7;0;8
SANTANA DO PIAUÍ;Vereador;Feminino;8;2;0;6
SANTANA DO RIACHO;Vereador;Masculino;43;7;0;36
SANTANA DO RIACHO;Vereador;Feminino;24;2;0;22
SANTANA DO SÃO FRANCISCO;Vereador;Masculino;25;8;0;17
SANTANA DO SÃO FRANCISCO;Vereador;Feminino;8;1;0;7
SANTANA DO SERIDÓ;Vereador;Masculino;14;7;0;7
SANTANA DO SERIDÓ;Vereador;Feminino;7;2;0;5
SANTANA DOS GARROTES;Vereador;Masculino;16;8;0;8
SANTANA DOS GARROTES;Vereador;Feminino;9;1;0;8
SANTANA DOS MONTES;Vereador;Masculino;38;7;0;31
SANTANA DOS MONTES;Vereador;Feminino;19;2;0;17
SANTANÓPOLIS;Vereador;Masculino;39;9;0;30
SANTANÓPOLIS;Vereador;Feminino;16;0;0;16
SANTARÉM;Vereador;Masculino;244;18;0;226
SANTARÉM;Vereador;Feminino;109;3;0;106
SANTARÉM NOVO;Vereador;Masculino;39;6;0;33
SANTARÉM NOVO;Vereador;Feminino;14;3;0;11
SANTIAGO;Vereador;Masculino;52;11;0;41
SANTIAGO;Vereador;Feminino;23;2;0;21
SANTIAGO DO SUL;Vereador;Masculino;17;6;0;11
SANTIAGO DO SUL;Vereador;Feminino;8;3;0;5
SANTO AFONSO;Vereador;Masculino;20;8;0;12
SANTO AFONSO;Vereador;Feminino;9;1;0;8
SANTO AMARO;Vereador;Masculino;147;15;0;132
SANTO AMARO;Vereador;Feminino;72;0;0;72
SANTO AMARO DA IMPERATRIZ;Vereador;Masculino;39;11;0;28
SANTO AMARO DA IMPERATRIZ;Vereador;Feminino;20;0;0;20
SANTO AMARO DAS BROTAS;Vereador;Masculino;46;8;0;38
SANTO AMARO DAS BROTAS;Vereador;Feminino;25;1;0;24
SANTO AMARO DO MARANHÃO;Vereador;Masculino;28;7;0;21
SANTO AMARO DO MARANHÃO;Vereador;Feminino;9;2;0;7
SANTO ANASTÁCIO;Vereador;Masculino;96;9;0;87
SANTO ANASTÁCIO;Vereador;Feminino;28;2;0;26
SANTO ANDRÉ;Vereador;Masculino;369;26;0;343
SANTO ANDRÉ;Vereador;Feminino;167;4;0;163
SANTO ÂNGELO;Vereador;Masculino;73;13;0;60
SANTO ÂNGELO;Vereador;Feminino;33;2;0;31
SANTO ANTÔNIO;Vereador;Masculino;41;7;0;34
SANTO ANTÔNIO;Vereador;Feminino;17;4;0;13
SANTO ANTÔNIO DA ALEGRIA;Vereador;Masculino;54;7;0;47
SANTO ANTÔNIO DA ALEGRIA;Vereador;Feminino;32;2;0;30
SANTO ANTÔNIO DA BARRA;Vereador;Masculino;24;7;0;17
SANTO ANTÔNIO DA BARRA;Vereador;Feminino;16;2;0;14
SANTO ANTÔNIO DA PATRULHA;Vereador;Masculino;53;10;0;43
SANTO ANTÔNIO DA PATRULHA;Vereador;Feminino;26;3;0;23
SANTO ANTÔNIO DA PLATINA;Vereador;Masculino;80;9;0;71
SANTO ANTÔNIO DA PLATINA;Vereador;Feminino;25;0;0;25
SANTO ANTÔNIO DAS MISSÕES;Vereador;Masculino;26;7;0;19
SANTO ANTÔNIO DAS MISSÕES;Vereador;Feminino;13;2;0;11
SANTO ANTÔNIO DE GOIÁS;Vereador;Masculino;43;8;0;35
SANTO ANTÔNIO DE GOIÁS;Vereador;Feminino;17;1;0;16
SANTO ANTÔNIO DE JESUS;Vereador;Masculino;97;13;0;84
SANTO ANTÔNIO DE JESUS;Vereador;Feminino;46;1;0;45
SANTO ANTÔNIO DE LISBOA;Vereador;Masculino;10;4;0;6
SANTO ANTÔNIO DE LISBOA;Vereador;Feminino;6;5;0;1
SANTO ANTÔNIO DE PÁDUA;Vereador;Masculino;99;10;0;89
SANTO ANTÔNIO DE PÁDUA;Vereador;Feminino;49;3;0;46
SANTO ANTÔNIO DE POSSE;Vereador;Masculino;125;11;0;114
SANTO ANTÔNIO DE POSSE;Vereador;Feminino;62;0;0;62
SANTO ANTÔNIO DO AMPARO;Vereador;Masculino;62;9;0;53
SANTO ANTÔNIO DO AMPARO;Vereador;Feminino;30;2;0;28
SANTO ANTÔNIO DO ARACANGUÁ;Vereador;Masculino;52;9;0;43
SANTO ANTÔNIO DO ARACANGUÁ;Vereador;Feminino;27;0;0;27
SANTO ANTÔNIO DO AVENTUREIRO;Vereador;Masculino;21;9;0;12
SANTO ANTÔNIO DO AVENTUREIRO;Vereador;Feminino;11;0;0;11
SANTO ANTONIO DO CAIUÁ;Vereador;Masculino;33;8;0;25
SANTO ANTONIO DO CAIUÁ;Vereador;Feminino;15;1;0;14
SANTO ANTÔNIO DO DESCOBERTO;Vereador;Masculino;157;15;0;142
SANTO ANTÔNIO DO DESCOBERTO;Vereador;Feminino;67;0;0;67
SANTO ANTÔNIO DO GRAMA;Vereador;Masculino;43;8;0;35
SANTO ANTÔNIO DO GRAMA;Vereador;Feminino;21;1;0;20
SANTO ANTÔNIO DO IÇÁ;Vereador;Masculino;59;9;0;50
SANTO ANTÔNIO DO IÇÁ;Vereador;Feminino;29;2;0;27
SANTO ANTÔNIO DO ITAMBÉ;Vereador;Masculino;34;9;0;25
SANTO ANTÔNIO DO ITAMBÉ;Vereador;Feminino;15;0;0;15
SANTO ANTÔNIO DO JACINTO;Vereador;Masculino;31;7;0;24
SANTO ANTÔNIO DO JACINTO;Vereador;Feminino;18;2;0;16
SANTO ANTÔNIO DO JARDIM;Vereador;Masculino;40;8;0;32
SANTO ANTÔNIO DO JARDIM;Vereador;Feminino;21;1;0;20
SANTO ANTÔNIO DO LESTE;Vereador;Masculino;26;8;0;18
SANTO ANTÔNIO DO LESTE;Vereador;Feminino;12;1;0;11
SANTO ANTÔNIO DO LEVERGER;Vereador;Masculino;61;10;0;51
SANTO ANTÔNIO DO LEVERGER;Vereador;Feminino;30;1;0;29
SANTO ANTÔNIO DO MONTE;Vereador;Masculino;67;11;0;56
SANTO ANTÔNIO DO MONTE;Vereador;Feminino;31;0;0;31
SANTO ANTÔNIO DO PALMA;Vereador;Masculino;19;7;0;12
SANTO ANTÔNIO DO PALMA;Vereador;Feminino;9;2;0;7
SANTO ANTÔNIO DO PARAÍSO;Vereador;Masculino;26;9;0;17
SANTO ANTÔNIO DO PARAÍSO;Vereador;Feminino;13;0;0;13
SANTO ANTÔNIO DO PINHAL;Vereador;Masculino;47;8;0;39
SANTO ANTÔNIO DO PINHAL;Vereador;Feminino;28;1;0;27
SANTO ANTÔNIO DO PLANALTO;Vereador;Masculino;18;8;0;10
SANTO ANTÔNIO DO PLANALTO;Vereador;Feminino;12;1;0;11
SANTO ANTÔNIO DO RETIRO;Vereador;Masculino;33;8;0;25
SANTO ANTÔNIO DO RETIRO;Vereador;Feminino;17;1;0;16
SANTO ANTÔNIO DO RIO ABAIXO;Vereador;Masculino;27;7;0;20
SANTO ANTÔNIO DO RIO ABAIXO;Vereador;Feminino;13;2;0;11
SANTO ANTÔNIO DO SUDOESTE;Vereador;Masculino;27;11;0;16
SANTO ANTÔNIO DO SUDOESTE;Vereador;Feminino;12;0;0;12
SANTO ANTÔNIO DO TAUÁ;Vereador;Masculino;115;9;0;106
SANTO ANTÔNIO DO TAUÁ;Vereador;Feminino;54;2;0;52
SANTO ANTÔNIO DOS LOPES;Vereador;Masculino;52;8;0;44
SANTO ANTÔNIO DOS LOPES;Vereador;Feminino;22;1;0;21
SANTO ANTÔNIO DOS MILAGRES;Vereador;Masculino;18;8;0;10
SANTO ANTÔNIO DOS MILAGRES;Vereador;Feminino;9;1;0;8
SANTO AUGUSTO;Vereador;Masculino;19;6;0;13
SANTO AUGUSTO;Vereador;Feminino;13;3;0;10
SANTO CRISTO;Vereador;Masculino;15;7;0;8
SANTO CRISTO;Vereador;Feminino;9;2;0;7
SANTO ESTEVÃO;Vereador;Masculino;97;13;0;84
SANTO ESTEVÃO;Vereador;Feminino;45;0;0;45
SANTO EXPEDITO;Vereador;Masculino;29;9;0;20
SANTO EXPEDITO;Vereador;Feminino;14;0;0;14
SANTO EXPEDITO DO SUL;Vereador;Masculino;9;7;0;2
SANTO EXPEDITO DO SUL;Vereador;Feminino;5;2;0;3
SANTO HIPÓLITO;Vereador;Masculino;31;7;0;24
SANTO HIPÓLITO;Vereador;Feminino;15;2;0;13
SANTO INÁCIO;Vereador;Masculino;24;7;0;17
SANTO INÁCIO;Vereador;Feminino;10;2;0;8
SANTO INÁCIO DO PIAUÍ;Vereador;Masculino;17;9;0;8
SANTO INÁCIO DO PIAUÍ;Vereador;Feminino;7;0;0;7
SANTÓPOLIS DO AGUAPEÍ;Vereador;Masculino;37;8;0;29
SANTÓPOLIS DO AGUAPEÍ;Vereador;Feminino;19;1;0;18
SANTOS;Vereador;Masculino;303;21;0;282
SANTOS;Vereador;Feminino;143;0;0;143
SANTOS DUMONT;Vereador;Masculino;116;10;0;106
SANTOS DUMONT;Vereador;Feminino;58;1;0;57
SÃO BENEDITO;Vereador;Masculino;28;11;0;17
SÃO BENEDITO;Vereador;Feminino;14;2;0;12
SÃO BENEDITO DO RIO PRETO;Vereador;Masculino;29;9;0;20
SÃO BENEDITO DO RIO PRETO;Vereador;Feminino;18;2;0;16
SÃO BENEDITO DO SUL;Vereador;Masculino;27;8;0;19
SÃO BENEDITO DO SUL;Vereador;Feminino;14;1;0;13
SÃO BENTINHO;Vereador;Masculino;18;9;0;9
SÃO BENTINHO;Vereador;Feminino;9;0;0;9
SÃO BENTO;Vereador;Masculino;155;23;0;132
SÃO BENTO;Vereador;Feminino;73;3;0;70
SÃO BENTO ABADE;Vereador;Masculino;57;8;0;49
SÃO BENTO ABADE;Vereador;Feminino;33;1;0;32
SÃO BENTO DO NORTE;Vereador;Masculino;23;7;0;16
SÃO BENTO DO NORTE;Vereador;Feminino;11;2;0;9
SÃO BENTO DO SAPUCAÍ;Vereador;Masculino;50;7;0;43
SÃO BENTO DO SAPUCAÍ;Vereador;Feminino;27;2;0;25
SÃO BENTO DO SUL;Vereador;Masculino;95;9;0;86
SÃO BENTO DO SUL;Vereador;Feminino;44;1;0;43
SÃO BENTO DO TOCANTINS;Vereador;Masculino;22;8;0;14
SÃO BENTO DO TOCANTINS;Vereador;Feminino;11;1;0;10
SÃO BENTO DO TRAIRÍ;Vereador;Masculino;25;8;0;17
SÃO BENTO DO TRAIRÍ;Vereador;Feminino;11;1;0;10
SÃO BENTO DO UNA;Vereador;Masculino;65;10;0;55
SÃO BENTO DO UNA;Vereador;Feminino;25;3;0;22
SÃO BERNARDINO;Vereador;Masculino;27;7;0;20
SÃO BERNARDINO;Vereador;Feminino;13;2;0;11
SÃO BERNARDO;Vereador;Masculino;37;9;0;28
SÃO BERNARDO;Vereador;Feminino;20;2;0;18
SÃO BERNARDO DO CAMPO;Vereador;Masculino;405;28;0;377
SÃO BERNARDO DO CAMPO;Vereador;Feminino;186;0;0;186
SÃO BONIFÁCIO;Vereador;Masculino;20;8;0;12
SÃO BONIFÁCIO;Vereador;Feminino;10;1;0;9
SÃO BORJA;Vereador;Masculino;71;13;0;58
SÃO BORJA;Vereador;Feminino;33;2;0;31
SÃO BRÁS;Vereador;Masculino;35;8;0;27
SÃO BRÁS;Vereador;Feminino;17;1;0;16
SÃO BRÁS DO SUAÇUÍ;Vereador;Masculino;54;8;0;46
SÃO BRÁS DO SUAÇUÍ;Vereador;Feminino;27;1;0;26
SÃO BRAZ DO PIAUÍ;Vereador;Masculino;23;8;0;15
SÃO BRAZ DO PIAUÍ;Vereador;Feminino;14;1;0;13
SÃO CAETANO DE ODIVELAS;Vereador;Masculino;41;10;0;31
SÃO CAETANO DE ODIVELAS;Vereador;Feminino;20;1;0;19
SÃO CAETANO DO SUL;Vereador;Masculino;201;18;0;183
SÃO CAETANO DO SUL;Vereador;Feminino;94;1;0;93
SÃO CAITANO;Vereador;Masculino;88;12;0;76
SÃO CAITANO;Vereador;Feminino;42;1;0;41
SÃO CARLOS;Vereador;Masculino;275;26;0;249
SÃO CARLOS;Vereador;Feminino;128;4;0;124
SÃO CARLOS DO IVAÍ;Vereador;Masculino;37;8;0;29
SÃO CARLOS DO IVAÍ;Vereador;Feminino;18;1;0;17
SÃO CRISTÓVÃO;Vereador;Masculino;177;14;0;163
SÃO CRISTÓVÃO;Vereador;Feminino;75;1;0;74
SÃO CRISTÓVÃO DO SUL;Vereador;Masculino;24;6;0;18
SÃO CRISTÓVÃO DO SUL;Vereador;Feminino;12;3;0;9
SÃO DESIDÉRIO;Vereador;Masculino;28;10;0;18
SÃO DESIDÉRIO;Vereador;Feminino;14;1;0;13
SÃO DOMINGOS;Vereador;Masculino;99;32;0;67
SÃO DOMINGOS;Vereador;Feminino;53;4;0;49
SÃO DOMINGOS DAS DORES;Vereador;Masculino;24;9;0;15
SÃO DOMINGOS DAS DORES;Vereador;Feminino;11;0;0;11
SÃO DOMINGOS DE POMBAL;Vereador;Masculino;7;6;0;1
SÃO DOMINGOS DE POMBAL;Vereador;Feminino;3;3;0;0
SÃO DOMINGOS DO ARAGUAIA;Vereador;Masculino;60;9;0;51
SÃO DOMINGOS DO ARAGUAIA;Vereador;Feminino;30;2;0;28
SÃO DOMINGOS DO AZEITÃO;Vereador;Masculino;25;8;0;17
SÃO DOMINGOS DO AZEITÃO;Vereador;Feminino;13;1;0;12
SÃO DOMINGOS DO CAPIM;Vereador;Masculino;69;9;0;60
SÃO DOMINGOS DO CAPIM;Vereador;Feminino;34;0;0;34
SÃO DOMINGOS DO CARIRI;Vereador;Masculino;24;9;0;15
SÃO DOMINGOS DO CARIRI;Vereador;Feminino;11;0;0;11
SÃO DOMINGOS DO MARANHÃO;Vereador;Masculino;29;10;0;19
SÃO DOMINGOS DO MARANHÃO;Vereador;Feminino;14;3;0;11
SÃO DOMINGOS DO NORTE;Vereador;Masculino;51;8;0;43
SÃO DOMINGOS DO NORTE;Vereador;Feminino;27;1;0;26
SÃO DOMINGOS DO PRATA;Vereador;Masculino;53;9;0;44
SÃO DOMINGOS DO PRATA;Vereador;Feminino;24;2;0;22
SÃO DOMINGOS DO SUL;Vereador;Masculino;18;7;0;11
SÃO DOMINGOS DO SUL;Vereador;Feminino;9;2;0;7
SÃO FELIPE;Vereador;Masculino;34;10;0;24
SÃO FELIPE;Vereador;Feminino;16;1;0;15
SÃO FELIPE DO OESTE;Vereador;Masculino;30;8;0;22
SÃO FELIPE DO OESTE;Vereador;Feminino;18;1;0;17
SÃO FÉLIX;Vereador;Masculino;47;7;0;40
SÃO FÉLIX;Vereador;Feminino;24;2;0;22
SÃO FÉLIX DE BALSAS;Vereador;Masculino;15;7;0;8
SÃO FÉLIX DE BALSAS;Vereador;Feminino;7;2;0;5
SÃO FÉLIX DE MINAS;Vereador;Masculino;38;9;0;29
SÃO FÉLIX DE MINAS;Vereador;Feminino;19;0;0;19
SÃO FÉLIX DO ARAGUAIA;Vereador;Masculino;29;7;0;22
SÃO FÉLIX DO ARAGUAIA;Vereador;Feminino;14;2;0;12
SÃO FÉLIX DO CORIBE;Vereador;Masculino;31;9;0;22
SÃO FÉLIX DO CORIBE;Vereador;Feminino;17;0;0;17
SÃO FÉLIX DO PIAUÍ;Vereador;Masculino;15;6;0;9
SÃO FÉLIX DO PIAUÍ;Vereador;Feminino;7;3;0;4
SÃO FÉLIX DO TOCANTINS;Vereador;Masculino;23;9;0;14
SÃO FÉLIX DO TOCANTINS;Vereador;Feminino;11;0;0;11
SÃO FÉLIX DO XINGU;Vereador;Masculino;106;15;0;91
SÃO FÉLIX DO XINGU;Vereador;Feminino;42;0;0;42
SÃO FERNANDO;Vereador;Masculino;13;7;0;6
SÃO FERNANDO;Vereador;Feminino;5;2;0;3
SÃO FIDÉLIS;Vereador;Masculino;85;13;0;72
SÃO FIDÉLIS;Vereador;Feminino;32;0;0;32
SÃO FRANCISCO;Vereador;Masculino;155;36;0;119
SÃO FRANCISCO;Vereador;Feminino;72;4;0;68
SÃO FRANCISCO DE ASSIS;Vereador;Masculino;27;10;0;17
SÃO FRANCISCO DE ASSIS;Vereador;Feminino;13;1;0;12
SÃO FRANCISCO DE ASSIS DO PIAUÍ;Vereador;Masculino;14;7;0;7
SÃO FRANCISCO DE ASSIS DO PIAUÍ;Vereador;Feminino;7;2;0;5
SÃO FRANCISCO DE GOIÁS;Vereador;Masculino;41;9;0;32
SÃO FRANCISCO DE GOIÁS;Vereador;Feminino;20;0;0;20
SÃO FRANCISCO DE ITABAPOANA;Vereador;Masculino;110;11;0;99
SÃO FRANCISCO DE ITABAPOANA;Vereador;Feminino;43;2;0;41
SÃO FRANCISCO DE PAULA;Vereador;Masculino;103;17;0;86
SÃO FRANCISCO DE PAULA;Vereador;Feminino;53;1;0;52
